Bait,Prey,NumUniquePep,Length,Intensity,Name,IP,Isolation,Tag
VPU,Q15843,1,81,3042,NEDD8_HUMAN NEDD8 precursor,jIP03,elution,Flag
VPU,P08670,1,466,4582,VIME_HUMAN Vimentin,jIP03,elution,Flag
VPU,P60866,1,119,11599,RS20_HUMAN 40S ribosomal protein S20,jIP03,elution,Flag
VPU,P11021,1,654,33458,GRP78_HUMAN 78 kDa glucose-regulated protein precursor,jIP03,elution,Flag
VPU,Q9H3K6,3,86,97104,BOLA2_HUMAN BolA-like protein 2,jIP03,elution,Flag
VPU,Q02878,1,288,3697,RL6_HUMAN 60S ribosomal protein L6,jIP03,elution,Flag
VPU,Q9Y493,1,2812,3110,ZAN_HUMAN Zonadhesin precursor,jIP03,elution,Flag
VPU,P04843,1,607,6412,RIB1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit precursor,jIP03,elution,Flag
VPU,P42677,1,84,896924,RS27_HUMAN 40S ribosomal protein S27,jIP05,elution,strep
VPU,P05166,14,539,2639295,"PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial precursor",jIP05,elution,strep
VPU,P68363,14,451,5232010,TBA1B_HUMAN Tubulin alpha-1B chain,jIP05,elution,strep
VPU,P05165,16,703,1860819,"PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial precursor",jIP05,elution,strep
VPU,Q9Y3U8,1,105,41201,RL36_HUMAN 60S ribosomal protein L36,jIP05,elution,strep
VPU,P52597,2,415,43909,HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F,jIP05,elution,strep
VPU,P16333,1,377,28928,NCK1_HUMAN Cytoplasmic protein NCK1,jIP05,elution,strep
VPU,P08575,2,1304,118902,CD45_HUMAN Leukocyte common antigen precursor,jIP05,elution,strep
VPU,P10412,2,219,45369,H14_HUMAN Histone H1.4,jIP05,elution,strep
VPU,P35579,182,1960,79826200.3,MYH9_HUMAN Myosin-9,jIP05,elution,strep
VPU,P62910,1,135,14104,RL32_HUMAN 60S ribosomal protein L32,jIP05,elution,strep
VPU,P07900,8,732,974409,HS90A_HUMAN Heat shock protein HSP 90-alpha,jIP05,elution,strep
VPU,P26373,2,211,45384,RL13_HUMAN 60S ribosomal protein L13,jIP05,elution,strep
VPU,P11940,1,636,12129,PABP1_HUMAN Polyadenylate-binding protein 1,jIP05,elution,strep
VPU,P31943,3,449,63876,HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H,jIP05,elution,strep
VPU,P31942,1,346,28925,HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3,jIP05,elution,strep
VPU,P31946,1,246,0,1433B_HUMAN 14-3-3 protein beta/alpha,jIP05,elution,strep
VPU,P14618,3,531,95449,KPYM_HUMAN Pyruvate kinase isozymes M1/M2,jIP05,elution,strep
VPU,P61978,3,463,35395,HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K,jIP05,elution,strep
VPU,P06396,3,782,169591,GELS_HUMAN Gelsolin precursor,jIP05,elution,strep
VPU,P55072,1,806,15983,TERA_HUMAN Transitional endoplasmic reticulum ATPase,jIP05,elution,strep
VPU,P63092,6,394,1118630,GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,jIP05,elution,strep
VPU,O43795,13,1136,771453,MYO1B_HUMAN Myosin-Ib,jIP05,elution,strep
VPU,Q9H4E7,3,631,48242,DEFI6_HUMAN Differentially expressed in FDCP 6,jIP05,elution,strep
VPU,P78371,1,535,3690,TCPB_HUMAN T-complex protein 1 subunit beta,jIP05,elution,strep
VPU,P26038,2,577,38555,MOES_HUMAN Moesin,jIP05,elution,strep
VPU,P35613,1,385,11217,BASI_HUMAN Basigin precursor,jIP05,elution,strep
VPU,P84098,1,196,25143,RL19_HUMAN 60S ribosomal protein L19,jIP05,elution,strep
VPU,Q9BZM5,1,246,14239,N2DL2_HUMAN NKG2D ligand 2 precursor,jIP05,elution,strep
VPU,Q13200,1,908,3358,PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2,jIP05,elution,strep
VPU,Q13045,4,1269,182188,FLII_HUMAN Protein flightless-1 homolog,jIP05,elution,strep
VPU,P07910,1,306,3823,HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2,jIP05,elution,strep
VPU,P41252,2,1266,77423,"SYIC_HUMAN Isoleucyl-tRNA synthetase, cytoplasmic",jIP05,elution,strep
VPU,P52566,1,201,16187,GDIS_HUMAN Rho GDP-dissociation inhibitor 2,jIP05,elution,strep
VPU,P17812,1,591,20758,PYRG1_HUMAN CTP synthase 1,jIP05,elution,strep
VPU,P12829,2,197,46704,MYL4_HUMAN Myosin light polypeptide 4,jIP05,elution,strep
VPU,Q16643,12,649,1145888,DREB_HUMAN Drebrin,jIP05,elution,strep
VPU,P40429,2,203,56867,RL13A_HUMAN 60S ribosomal protein L13a,jIP05,elution,strep
VPU,P62988,2,76,117720,UBIQ_HUMAN Ubiquitin,jIP05,elution,strep
VPU,P19105,7,171,9752894,"MLRM_HUMAN Myosin regulatory light chain 2, nonsarcomeric",jIP05,elution,strep
VPU,P13987,3,128,86296,CD59_HUMAN CD59 glycoprotein precursor,jIP05,elution,strep
VPU,P13796,6,627,258593,PLSL_HUMAN Plastin-2,jIP05,elution,strep
VPU,Q9Y265,2,456,17099,RUVB1_HUMAN RuvB-like 1,jIP05,elution,strep
VPU,P62879,4,340,261150,GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,jIP05,elution,strep
VPU,P35580,117,1976,29728500,MYH10_HUMAN Myosin-10,jIP05,elution,strep
VPU,P35749,16,1972,9149066,MYH11_HUMAN Myosin-11,jIP05,elution,strep
VPU,P05388,1,317,13059,RLA0_HUMAN 60S acidic ribosomal protein P0,jIP05,elution,strep
VPU,O94832,3,1006,47470,MYO1D_HUMAN Myosin-Id,jIP05,elution,strep
VPU,O00161,2,211,30111,SNP23_HUMAN Synaptosomal-associated protein 23,jIP05,elution,strep
VPU,P61026,3,200,120838,RAB10_HUMAN Ras-related protein Rab-10,jIP05,elution,strep
VPU,P62280,1,158,39942,RS11_HUMAN 40S ribosomal protein S11,jIP05,elution,strep
VPU,Q9NYL9,3,352,141990,TMOD3_HUMAN Tropomodulin-3,jIP05,elution,strep
VPU,P61254,1,145,3181,RL26_HUMAN 60S ribosomal protein L26,jIP05,elution,strep
VPU,P67809,2,324,6712,YBOX1_HUMAN Nuclease sensitive element-binding protein 1,jIP05,elution,strep
VPU,O00763,7,2458,1406195,COA2_HUMAN Acetyl-CoA carboxylase 2,jIP05,elution,strep
VPU,P21333,5,2647,115252,FLNA_HUMAN Filamin-A,jIP05,elution,strep
VPU,P49006,1,195,14268,MRP_HUMAN MARCKS-related protein,jIP05,elution,strep
VPU,Q15365,2,356,39862,PCBP1_HUMAN Poly(rC)-binding protein 1,jIP05,elution,strep
VPU,P62937,2,165,62189,PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A,jIP05,elution,strep
VPU,Q9NZR1,2,351,46574,TMOD2_HUMAN Tropomodulin-2,jIP05,elution,strep
VPU,P39023,2,403,58120,RL3_HUMAN 60S ribosomal protein L3,jIP05,elution,strep
VPU,Q00610,6,1675,241730,CLH1_HUMAN Clathrin heavy chain 1,jIP05,elution,strep
VPU,Q8WWM7,2,1075,225742,ATX2L_HUMAN Ataxin-2-like protein,jIP05,elution,strep
VPU,P61313,2,204,154213,RL15_HUMAN 60S ribosomal protein L15,jIP05,elution,strep
VPU,P15153,3,192,130614,RAC2_HUMAN Ras-related C3 botulinum toxin substrate 2 precursor,jIP05,elution,strep
VPU,P09493,7,284,1396561,TPM1_HUMAN Tropomyosin alpha-1 chain,jIP05,elution,strep
VPU,P62805,2,103,108438,H4_HUMAN Histone H4,jIP05,elution,strep
VPU,Q02878,1,288,16761,RL6_HUMAN 60S ribosomal protein L6,jIP05,elution,strep
VPU,P61247,4,264,140273,RS3A_HUMAN 40S ribosomal protein S3a,jIP05,elution,strep
VPU,P62753,1,249,20586,RS6_HUMAN 40S ribosomal protein S6,jIP05,elution,strep
VPU,P67936,15,248,1880564,TPM4_HUMAN Tropomyosin alpha-4 chain,jIP05,elution,strep
VPU,P68104,5,462,927716,EF1A1_HUMAN Elongation factor 1-alpha 1,jIP05,elution,strep
VPU,Q13263,1,835,22831,TIF1B_HUMAN Transcription intermediary factor 1-beta,jIP05,elution,strep
VPU,P09651,3,372,23138,ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1,jIP05,elution,strep
VPU,Q9HAV0,1,340,19145,GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4,jIP05,elution,strep
VPU,Q13616,3,776,30955,CUL1_HUMAN Cullin-1,jIP05,elution,strep
VPU,P49368,5,545,176665,TCPG_HUMAN T-complex protein 1 subunit gamma,jIP05,elution,strep
VPU,Q07020,2,188,152197,RL18_HUMAN 60S ribosomal protein L18,jIP05,elution,strep
VPU,P11142,9,646,4469341,HSP7C_HUMAN Heat shock cognate 71 kDa protein,jIP05,elution,strep
VPU,Q96RQ3,16,725,1120074,"MCCA_HUMAN Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor",jIP05,elution,strep
VPU,Q9ULV4,11,474,2330819,COR1C_HUMAN Coronin-1C,jIP05,elution,strep
VPU,P27824,2,592,40314,CALX_HUMAN Calnexin precursor,jIP05,elution,strep
VPU,P10809,6,573,237961,"CH60_HUMAN 60 kDa heat shock protein, mitochondrial precursor",jIP05,elution,strep
VPU,P04216,1,161,91693,THY1_HUMAN Thy-1 membrane glycoprotein precursor,jIP05,elution,strep
VPU,P50747,1,726,40491,BPL1_HUMAN Biotin--protein ligase,jIP05,elution,strep
VPU,P22626,1,353,120036,ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1,jIP05,elution,strep
VPU,Q08881,2,620,14764,ITK_HUMAN Tyrosine-protein kinase ITK/TSK,jIP05,elution,strep
VPU,P50914,1,213,92484,RL14_HUMAN 60S ribosomal protein L14,jIP05,elution,strep
VPU,Q9Y230,2,463,35338,RUVB2_HUMAN RuvB-like 2,jIP05,elution,strep
VPU,P04406,5,335,408073,G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase,jIP05,elution,strep
VPU,P06753,13,284,1433277,TPM3_HUMAN Tropomyosin alpha-3 chain,jIP05,elution,strep
VPU,Q12906,1,894,15925,ILF3_HUMAN Interleukin enhancer-binding factor 3,jIP05,elution,strep
VPU,P68133,20,377,32199074,"ACTS_HUMAN Actin, alpha skeletal muscle",jIP05,elution,strep
VPU,P00338,2,332,130503,LDHA_HUMAN L-lactate dehydrogenase A chain,jIP05,elution,strep
VPU,P62873,6,340,1931065,GBB1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,jIP05,elution,strep
VPU,Q15185,1,160,25018,TEBP_HUMAN Prostaglandin E synthase 3,jIP05,elution,strep
VPU,Q9Y608,3,721,147760,LRRF2_HUMAN Leucine-rich repeat flightless-interacting protein 2,jIP05,elution,strep
VPU,P63218,2,68,13485,GBG5_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 precursor,jIP05,elution,strep
VPU,Q14152,1,1382,10480,EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A,jIP05,elution,strep
VPU,P23396,1,243,17881,RS3_HUMAN 40S ribosomal protein S3,jIP05,elution,strep
VPU,P38405,2,381,937761,GNAL_HUMAN Guanine nucleotide-binding protein G(olf) subunit alpha,jIP05,elution,strep
VPU,P68032,20,377,32199074,"ACTC_HUMAN Actin, alpha cardiac muscle 1",jIP05,elution,strep
VPU,P07814,1,1512,2722,SYEP_HUMAN Bifunctional aminoacyl-tRNA synthetase,jIP05,elution,strep
VPU,O95466,1,1100,19764,FMNL_HUMAN Formin-like protein 1,jIP05,elution,strep
VPU,Q06830,5,199,504954,PRDX1_HUMAN Peroxiredoxin-1,jIP05,elution,strep
VPU,Q9UKB1,8,542,1329779,FBW1B_HUMAN F-box/WD repeat-containing protein 11,jIP05,elution,strep
VPU,P30153,2,589,26171,2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,jIP05,elution,strep
VPU,P08238,9,724,1564083,HS90B_HUMAN Heat shock protein HSP 90-beta,jIP05,elution,strep
VPU,Q92608,7,1830,200129,DOCK2_HUMAN Dedicator of cytokinesis protein 2,jIP05,elution,strep
VPU,P31146,25,461,12494827,COR1A_HUMAN Coronin-1A,jIP05,elution,strep
VPU,O43390,1,633,32629,HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R,jIP05,elution,strep
VPU,P62829,2,140,60779,RL23_HUMAN 60S ribosomal protein L23,jIP05,elution,strep
VPU,P11498,27,1178,4430771,"PYC_HUMAN Pyruvate carboxylase, mitochondrial precursor",jIP05,elution,strep
VPU,P14649,6,208,7496994,MYL6B_HUMAN Myosin light polypeptide 6B,jIP05,elution,strep
VPU,P23528,2,166,266727,COF1_HUMAN Cofilin-1,jIP05,elution,strep
VPU,P09326,2,243,12851,CD48_HUMAN CD48 antigen precursor,jIP05,elution,strep
VPU,P06748,1,294,34653,NPM_HUMAN Nucleophosmin,jIP05,elution,strep
VPU,Q04759,4,706,145888,KPCT_HUMAN Protein kinase C theta type,jIP05,elution,strep
VPU,Q00839,1,824,3711,HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U,jIP05,elution,strep
VPU,P06576,1,529,15666,"ATPB_HUMAN ATP synthase subunit beta, mitochondrial precursor",jIP05,elution,strep
VPU,Q9UPN7,1,943,7548,SAPS1_HUMAN SAPS domain family member 1,jIP05,elution,strep
VPU,P60709,32,375,43110086,"ACTB_HUMAN Actin, cytoplasmic 1",jIP05,elution,strep
VPU,P62701,4,263,117201,"RS4X_HUMAN 40S ribosomal protein S4, X isoform",jIP05,elution,strep
VPU,Q8TC07,1,691,14103,TBC15_HUMAN TBC1 domain family member 15,jIP05,elution,strep
VPU,P27635,1,214,18192,RL10_HUMAN 60S ribosomal protein L10,jIP05,elution,strep
VPU,Q13085,65,2346,22094773,COA1_HUMAN Acetyl-CoA carboxylase 1,jIP05,elution,strep
VPU,Q9UQN3,1,213,9049,CHM2B_HUMAN Charged multivesicular body protein 2b,jIP05,elution,strep
VPU,Q9H444,1,224,14727,CHM4B_HUMAN Charged multivesicular body protein 4b,jIP05,elution,strep
VPU,Q14699,3,578,43140,RFTN1_HUMAN Raftlin,jIP05,elution,strep
VPU,Q9HCC0,11,563,938087,"MCCC2_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial precursor",jIP05,elution,strep
VPU,P63208,1,163,18835,SKP1_HUMAN S-phase kinase-associated protein 1A,jIP05,elution,strep
VPU,Q14103,1,355,16246,HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0,jIP05,elution,strep
VPU,P07195,1,334,5609,LDHB_HUMAN L-lactate dehydrogenase B chain,jIP05,elution,strep
VPU,P60842,1,406,60713,IF4A1_HUMAN Eukaryotic initiation factor 4A-I,jIP05,elution,strep
VPU,P04899,7,355,1288437,"GNAI2_HUMAN Guanine nucleotide-binding protein G(i), alpha-2 subunit",jIP05,elution,strep
VPU,P30050,2,165,165363,RL12_HUMAN 60S ribosomal protein L12,jIP05,elution,strep
VPU,O75083,2,606,49886,WDR1_HUMAN WD repeat-containing protein 1,jIP05,elution,strep
VPU,P47756,1,277,35197,CAPZB_HUMAN F-actin-capping protein subunit beta,jIP05,elution,strep
VPU,Q7Z406,12,1995,9782714,MYH14_HUMAN Myosin-14,jIP05,elution,strep
VPU,Q92614,38,2054,2924432,MY18A_HUMAN Myosin-XVIIIa,jIP05,elution,strep
VPU,P05023,3,1023,31539,AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1 precursor,jIP05,elution,strep
VPU,P08754,3,354,968758,GNAI3_HUMAN Guanine nucleotide-binding protein G(k) subunit alpha,jIP05,elution,strep
VPU,O75400,1,957,16276,PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A,jIP05,elution,strep
VPU,P62736,19,377,31224969,"ACTA_HUMAN Actin, aortic smooth muscle",jIP05,elution,strep
VPU,P55084,1,474,549331,"ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial precursor",jIP05,elution,strep
VPU,P62888,2,115,49452,RL30_HUMAN 60S ribosomal protein L30,jIP05,elution,strep
VPU,P31689,2,397,38889,DNJA1_HUMAN DnaJ homolog subfamily A member 1,jIP05,elution,strep
VPU,P83731,1,157,82707,RL24_HUMAN 60S ribosomal protein L24,jIP05,elution,strep
VPU,Q15046,2,597,14303,SYK_HUMAN Lysyl-tRNA synthetase,jIP05,elution,strep
VPU,P04350,12,444,2685816,TBB4_HUMAN Tubulin beta-4 chain,jIP05,elution,strep
VPU,Q01082,23,2364,873520,"SPTB2_HUMAN Spectrin beta chain, brain 1",jIP05,elution,strep
VPU,Q5JWF2,6,1037,1118630,GNAS1_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,jIP05,elution,strep
VPU,P52272,3,730,36776,HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M,jIP05,elution,strep
VPU,Q9NTJ3,1,1288,19512,SMC4_HUMAN Structural maintenance of chromosomes protein 4,jIP05,elution,strep
VPU,Q02543,1,176,13636,RL18A_HUMAN 60S ribosomal protein L18a,jIP05,elution,strep
VPU,P62241,3,208,86168,RS8_HUMAN 40S ribosomal protein S8,jIP05,elution,strep
VPU,P36578,5,427,230956,RL4_HUMAN 60S ribosomal protein L4,jIP05,elution,strep
VPU,P17987,5,556,220884,TCPA_HUMAN T-complex protein 1 subunit alpha,jIP05,elution,strep
VPU,P06239,9,509,448180,LCK_HUMAN Proto-oncogene tyrosine-protein kinase LCK,jIP05,elution,strep
VPU,P42704,6,1394,850835,"LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial precursor",jIP05,elution,strep
VPU,P02533,1,472,16744,"K1C14_HUMAN Keratin, type I cytoskeletal 14",jIP05,elution,strep
VPU,P13639,2,858,62126,EF2_HUMAN Elongation factor 2,jIP05,elution,strep
VPU,P52907,3,286,148908,CAZA1_HUMAN F-actin-capping protein subunit alpha-1,jIP05,elution,strep
VPU,Q96RE7,1,527,14619,BTB14_HUMAN BTB/POZ domain-containing protein 14B,jIP05,elution,strep
VPU,P46777,2,297,17011,RL5_HUMAN 60S ribosomal protein L5,jIP05,elution,strep
VPU,P59998,1,168,23727,ARPC4_HUMAN Actin-related protein 2/3 complex subunit 4,jIP05,elution,strep
VPU,P68371,14,445,3059120,TBB2C_HUMAN Tubulin beta-2C chain,jIP05,elution,strep
VPU,Q99832,2,543,48899,TCPH_HUMAN T-complex protein 1 subunit eta,jIP05,elution,strep
VPU,Q9P258,1,522,5266,RCC2_HUMAN Protein RCC2,jIP05,elution,strep
VPU,P46779,2,137,103188,RL28_HUMAN 60S ribosomal protein L28,jIP05,elution,strep
VPU,P56192,1,900,0,"SYMC_HUMAN Methionyl-tRNA synthetase, cytoplasmic",jIP05,elution,strep
VPU,Q13813,18,2472,389763,"SPTA2_HUMAN Spectrin alpha chain, brain",jIP05,elution,strep
VPU,P60660,10,151,18097441,MYL6_HUMAN Myosin light polypeptide 6,jIP05,elution,strep
VPU,P20700,2,586,40207,LMNB1_HUMAN Lamin-B1,jIP05,elution,strep
VPU,Q14974,3,876,124654,IMB1_HUMAN Importin subunit beta-1,jIP05,elution,strep
VPU,Q9H4G4,5,154,265181,GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1,jIP05,elution,strep
VPU,P26641,2,437,43543,EF1G_HUMAN Elongation factor 1-gamma,jIP05,elution,strep
VPU,P18124,2,248,94639,RL7_HUMAN 60S ribosomal protein L7,jIP05,elution,strep
VPU,P08195,3,529,75471,4F2_HUMAN 4F2 cell-surface antigen heavy chain,jIP05,elution,strep
VPU,P62318,1,126,19162,SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3,jIP05,elution,strep
VPU,P62158,8,149,3953840,CALM_HUMAN Calmodulin,jIP05,elution,strep
VPU,P19338,2,710,104763,NUCL_HUMAN Nucleolin,jIP05,elution,strep
VPU,P07437,15,444,3529546,TBB5_HUMAN Tubulin beta chain,jIP05,elution,strep
VPU,P63267,19,376,31224969,"ACTH_HUMAN Actin, gamma-enteric smooth muscle",jIP05,elution,strep
VPU,O43707,8,911,194639,ACTN4_HUMAN Alpha-actinin-4,jIP05,elution,strep
VPU,P50990,4,548,92625,TCPQ_HUMAN T-complex protein 1 subunit theta,jIP05,elution,strep
VPU,P63261,31,375,45316810,"ACTG_HUMAN Actin, cytoplasmic 2",jIP05,elution,strep
VPU,P12004,2,261,15096,PCNA_HUMAN Proliferating cell nuclear antigen,jIP05,elution,strep
VPU,Q01650,1,507,9078,LAT1_HUMAN Large neutral amino acids transporter small subunit 1,jIP05,elution,strep
VPU,P43243,1,847,8999,MATR3_HUMAN Matrin-3,jIP05,elution,strep
VPU,Q9Y2H1,4,464,743727,ST38L_HUMAN Serine/threonine-protein kinase 38-like,jIP05,elution,Flag
VPU,P18621,2,184,159670,RL17_HUMAN 60S ribosomal protein L17,jIP05,elution,Flag
VPU,P68363,11,451,6927829,TBA1B_HUMAN Tubulin alpha-1B chain,jIP05,elution,Flag
VPU,Q9BYX7,7,375,3828737,ACTK_HUMAN Kappa-actin,jIP05,elution,Flag
VPU,P52732,2,1056,48302,KIF11_HUMAN Kinesin-like protein KIF11,jIP05,elution,Flag
VPU,Q9HB71,1,228,35381,CYBP_HUMAN Calcyclin-binding protein,jIP05,elution,Flag
VPU,P08575,1,1304,31513,CD45_HUMAN Leukocyte common antigen precursor,jIP05,elution,Flag
VPU,P62910,1,135,74226,RL32_HUMAN 60S ribosomal protein L32,jIP05,elution,Flag
VPU,P07900,7,732,976785,HS90A_HUMAN Heat shock protein HSP 90-alpha,jIP05,elution,Flag
VPU,Q13547,1,482,7920,HDAC1_HUMAN Histone deacetylase 1,jIP05,elution,Flag
VPU,P11940,1,636,17481,PABP1_HUMAN Polyadenylate-binding protein 1,jIP05,elution,Flag
VPU,P62917,1,257,82137,RL8_HUMAN 60S ribosomal protein L8,jIP05,elution,Flag
VPU,P31943,3,449,62067,HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H,jIP05,elution,Flag
VPU,P35527,1,623,11433,"K1C9_HUMAN Keratin, type I cytoskeletal 9",jIP05,elution,Flag
VPU,P31946,2,246,262492,1433B_HUMAN 14-3-3 protein beta/alpha,jIP05,elution,Flag
VPU,P62750,1,156,18794,RL23A_HUMAN 60S ribosomal protein L23a,jIP05,elution,Flag
VPU,P27708,3,2225,54616,PYR1_HUMAN CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase,jIP05,elution,Flag
VPU,P62306,1,86,13410,RUXF_HUMAN Small nuclear ribonucleoprotein F,jIP05,elution,Flag
VPU,P06396,1,782,103139,GELS_HUMAN Gelsolin precursor,jIP05,elution,Flag
VPU,Q9BQA1,6,342,1321086,MEP50_HUMAN Methylosome protein 50,jIP05,elution,Flag
VPU,P31948,1,543,34591,STIP1_HUMAN Stress-induced-phosphoprotein 1,jIP05,elution,Flag
VPU,Q9NZR1,1,351,34804,TMOD2_HUMAN Tropomodulin-2,jIP05,elution,Flag
VPU,P63092,3,394,133217,GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,jIP05,elution,Flag
VPU,Q92804,2,592,153470,RBP56_HUMAN TATA-binding protein-associated factor 2N,jIP05,elution,Flag
VPU,Q9H4E7,2,631,41413,DEFI6_HUMAN Differentially expressed in FDCP 6,jIP05,elution,Flag
VPU,P78371,2,535,65468,TCPB_HUMAN T-complex protein 1 subunit beta,jIP05,elution,Flag
VPU,P23396,3,243,132950,RS3_HUMAN 40S ribosomal protein S3,jIP05,elution,Flag
VPU,P09471,2,354,21198,GNAO1_HUMAN Guanine nucleotide-binding protein G(o) subunit alpha 1,jIP05,elution,Flag
VPU,P42704,11,1394,2791222,"LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial precursor",jIP05,elution,Flag
VPU,P61978,3,463,47310,HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K,jIP05,elution,Flag
VPU,P19338,2,710,217800,NUCL_HUMAN Nucleolin,jIP05,elution,Flag
VPU,Q9Y4B6,1,1507,25742,VPRBP_HUMAN Protein VPRBP,jIP05,elution,Flag
VPU,Q13045,1,1269,106982,FLII_HUMAN Protein flightless-1 homolog,jIP05,elution,Flag
VPU,P84090,3,104,1310135,ERH_HUMAN Enhancer of rudimentary homolog,jIP05,elution,Flag
VPU,P54105,2,237,165808,ICLN_HUMAN Methylosome subunit pICln,jIP05,elution,Flag
VPU,Q16643,11,649,2137995,DREB_HUMAN Drebrin,jIP05,elution,Flag
VPU,P40429,1,203,24542,RL13A_HUMAN 60S ribosomal protein L13a,jIP05,elution,Flag
VPU,P61981,2,247,274603,1433G_HUMAN 14-3-3 protein gamma,jIP05,elution,Flag
VPU,P41091,2,472,42410,IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3,jIP05,elution,Flag
VPU,P19105,9,171,16337186,"MLRM_HUMAN Myosin regulatory light chain 2, nonsarcomeric",jIP05,elution,Flag
VPU,P32969,1,192,46463,RL9_HUMAN 60S ribosomal protein L9,jIP05,elution,Flag
VPU,P11021,5,654,241025,GRP78_HUMAN 78 kDa glucose-regulated protein precursor,jIP05,elution,Flag
VPU,P13987,1,128,19339,CD59_HUMAN CD59 glycoprotein precursor,jIP05,elution,Flag
VPU,P22626,3,353,79665,ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1,jIP05,elution,Flag
VPU,Q9Y265,2,456,38556,RUVB1_HUMAN RuvB-like 1,jIP05,elution,Flag
VPU,Q08211,1,1270,24076,DHX9_HUMAN ATP-dependent RNA helicase A,jIP05,elution,Flag
VPU,P62879,4,340,925961,GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,jIP05,elution,Flag
VPU,P05387,2,115,1035537,RLA2_HUMAN 60S acidic ribosomal protein P2,jIP05,elution,Flag
VPU,P35580,86,1976,39195094,MYH10_HUMAN Myosin-10,jIP05,elution,Flag
VPU,P35749,16,1972,8992907,MYH11_HUMAN Myosin-11,jIP05,elution,Flag
VPU,P05388,1,317,16008,RLA0_HUMAN 60S acidic ribosomal protein P0,jIP05,elution,Flag
VPU,P18085,1,180,30825,ARF4_HUMAN ADP-ribosylation factor 4,jIP05,elution,Flag
VPU,O00161,1,211,25301,SNP23_HUMAN Synaptosomal-associated protein 23,jIP05,elution,Flag
VPU,P62280,1,158,15067,RS11_HUMAN 40S ribosomal protein S11,jIP05,elution,Flag
VPU,P25705,2,553,156472,"ATPA_HUMAN ATP synthase subunit alpha, mitochondrial precursor",jIP05,elution,Flag
VPU,P61254,1,145,7709,RL26_HUMAN 60S ribosomal protein L26,jIP05,elution,Flag
VPU,P67809,1,324,23608,YBOX1_HUMAN Nuclease sensitive element-binding protein 1,jIP05,elution,Flag
VPU,P04264,2,644,83468,"K2C1_HUMAN Keratin, type II cytoskeletal 1",jIP05,elution,Flag
VPU,P21333,11,2647,263002,FLNA_HUMAN Filamin-A,jIP05,elution,Flag
VPU,P23246,1,707,32814,"SFPQ_HUMAN Splicing factor, proline- and glutamine-rich",jIP05,elution,Flag
VPU,Q15365,2,356,42874,PCBP1_HUMAN Poly(rC)-binding protein 1,jIP05,elution,Flag
VPU,P62158,9,149,3795351,CALM_HUMAN Calmodulin,jIP05,elution,Flag
VPU,P55072,1,806,129346,TERA_HUMAN Transitional endoplasmic reticulum ATPase,jIP05,elution,Flag
VPU,P29401,1,623,12711,TKT_HUMAN Transketolase,jIP05,elution,Flag
