Sample,UniprotID,MistScore,GeneSymbol,UniprotEntryName
M2,Q9NYU2-2,0.94209,UGGT1,UGGG1_HUMAN
M2,Q9NZM1-6,0.91584,MYOF,MYOF_HUMAN
M2,Q9P032,0.95471,NDUFAF4,NDUF4_HUMAN
M2,Q9P2E9-2,0.986,RRBP1,RRBP1_HUMAN
M2,Q9P2N5,0.99068,RBM27,RBM27_HUMAN
M2,Q9UBF2,0.95371,COPG2,COPG2_HUMAN
M2,Q9UBS4,0.99374,DNAJB11,DJB11_HUMAN
M2,Q9UBV2,0.94576,SEL1L,SE1L1_HUMAN
M2,Q9UG63,0.95342,ABCF2,ABCF2_HUMAN
M2,Q9UJX2,0.97456,CDC23,CDC23_HUMAN
M2,Q9UJX3-2,0.92006,ANAPC7,APC7_HUMAN
M2,Q9UJZ1,0.98778,STOML2,STML2_HUMAN
M2,Q9UKK3,0.98698,PARP4,PARP4_HUMAN
M2,Q9UKM7,0.98525,MAN1B1,MA1B1_HUMAN
M2,Q9UL15,0.97832,BAG5,BAG5_HUMAN
M2,Q9ULT8,0.98251,HECTD1,HECD1_HUMAN
M2,Q9UNM6,0.99013,PSMD13,PSD13_HUMAN
M2,Q9UPN7,0.94013,PPP6R1,PP6R1_HUMAN
M2,Q9UQ35,0.91374,SRRM2,SRRM2_HUMAN
M2,Q9Y230,0.94189,RUVBL2,RUVB2_HUMAN
M2,Q9Y265,0.97653,RUVBL1,RUVB1_HUMAN
M2,Q9Y3E5,0.99221,PTRH2,PTH2_HUMAN
M2,Q9Y3F4,0.9486,STRAP,STRAP_HUMAN
M2,Q9Y4W6,0.99404,AFG3L2,AFG32_HUMAN
M2,Q9Y5V3,0.96717,MAGED1,MAGD1_HUMAN
M2,Q9Y605,0.97208,MRFAP1,MOFA1_HUMAN
M2,Q9Y678,0.91402,COPG1,COPG1_HUMAN
M2,Q9Y6G9,0.99401,DYNC1LI1,DC1L1_HUMAN
M2,Q9Y6N5,0.97088,SQRDL,SQRD_HUMAN
NA,A1A528,0.9592,ZW10,ZW10_HUMAN
NA,A1L0T0,0.94738,ILVBL,ILVBL_HUMAN
NA,A6NMQ7,0.99355,UBE2G2,UB2G2_HUMAN
NA,A6QRH7,0.97931,FAM3A,A6QRH7_HUMAN
NA,A8K3Z3,0.98434,PSMC5,PRS8_HUMAN
NA,B3KQ59,0.98676,RUVBL2,RUVB2_HUMAN
NA,B4DDG7,0.96762,,B4DDG7_HUMAN
NA,B4DDS3,0.99404,CLPTM1,CLPT1_HUMAN
NA,B4DIT7,0.90442,,B4DIT7_HUMAN
NA,B4DJA5,0.989,RAB5A,RAB5A_HUMAN
NA,B4DLN1,0.97968,SLC25A10,B4DLN1_HUMAN
NA,B4DQA8,0.94341,GOSR1,B4DQA8_HUMAN
NA,B4DZG7,0.91062,ARL1,B4DZG7_HUMAN
NA,B4DZI8,0.94849,COPB2,COPB2_HUMAN
NA,B4E022,0.98318,,B4E022_HUMAN
NA,B7Z6B8,0.98477,DECR1,DECR_HUMAN
NA,B7Z7X8,0.9913,ATL2,ATLA2_HUMAN
NA,B7ZLZ2,0.96597,EDEM3,EDEM3_HUMAN
NA,C9J3L8,0.92233,SSR1,C9J3L8_HUMAN
NA,C9JAW5,0.99403,HIGD1A,C9JAW5_HUMAN
NA,C9JQV3,0.90714,STK11IP,C9JQV3_HUMAN
NA,CON_00710056.3,0.97442,NA,NA
NA,CON_00715405.1,0.97848,NA,NA
NA,E7ESG6,0.98786,NA,NA
NA,E7ETS9,0.92477,B4GALT4,E7ETS9_HUMAN
NA,E9PJS4,0.96657,SRPR,SRPR_HUMAN
NA,E9PKA7,0.99237,RCE1,E9PKA7_HUMAN
NA,E9PLQ8,0.95978,NA,NA
NA,F2Z2B9,0.91449,TUBGCP2,F2Z2B9_HUMAN
NA,F2Z2I2,0.98881,PFKFB3,F2Z2I2_HUMAN
NA,F2Z2X4,0.96466,XPO4,F2Z2X4_HUMAN
NA,F5H2J3,0.99404,NA,NA
NA,F5H324,0.99003,ARSE,F5H324_HUMAN
NA,F8VPD4,0.99008,CAD,F8VPD4_HUMAN
NA,F8W1R7,0.98747,MYL6,F8W1R7_HUMAN
NA,F8W776,0.99237,SEC61A2,F8W776_HUMAN
NA,F8W7I9,0.98833,NA,NA
NA,F8WCD0,0.994,RNF149,F8WCD0_HUMAN
NA,H0Y512,0.90411,APMAP,H0Y512_HUMAN
NA,H0YJ40,0.97767,SLIRP,H0YJ40_HUMAN
NA,H3BN98,0.99219,,H3BN98_HUMAN
NA,H3BR27,0.99293,RBMX,H3BR27_HUMAN
NA,H7BYD0,0.911,NDUFA5,H7BYD0_HUMAN
NA,H7BYF7,0.95084,KDELR2,H7BYF7_HUMAN
NA,H7C5L1,0.96555,NA,NA
NA,I3L0K7,0.99193,TRAP1,I3L0K7_HUMAN
NA,K7EJR3,0.97687,PSMD8,K7EJR3_HUMAN
NA,O00148,0.9182,DDX39A,DX39A_HUMAN
NA,O00264,0.94521,PGRMC1,PGRC1_HUMAN
NA,O00410,0.96504,IPO5,IPO5_HUMAN
NA,O00483,0.9022,NDUFA4,NDUA4_HUMAN
NA,O00767,0.9761,SCD,ACOD_HUMAN
NA,O14684,0.99395,PTGES,PTGES_HUMAN
NA,O14828-2,0.99201,SCAMP3,SCAM3_HUMAN
NA,O14925,0.95835,TIMM23,TIM23_HUMAN
NA,O14967,0.96711,CLGN,CLGN_HUMAN
NA,O14975-2,0.98218,SLC27A2,S27A2_HUMAN
NA,O15031,0.91209,PLXNB2,PLXB2_HUMAN
NA,O15173,0.99051,PGRMC2,PGRC2_HUMAN
NA,O15269,0.92773,SPTLC1,SPTC1_HUMAN
NA,O15533-2,0.96251,TAPBP,TPSN_HUMAN
NA,O43156,0.99205,TTI1,TTI1_HUMAN
NA,O43324-2,0.91925,EEF1E1,MCA3_HUMAN
NA,O43390,0.98531,HNRNPR,HNRPR_HUMAN
NA,O43570-2,0.98373,CA12,CAH12_HUMAN
NA,O43707,0.97973,ACTN4,ACTN4_HUMAN
NA,O43795-2,0.9924,MYO1B,MYO1B_HUMAN
NA,O60218,0.98206,AKR1B10,AK1BA_HUMAN
NA,O60287,0.92637,URB1,NPA1P_HUMAN
NA,O60427,0.92464,FADS1,FADS1_HUMAN
NA,O60488-2,0.98256,ACSL4,ACSL4_HUMAN
NA,O60506-4,0.98909,SYNCRIP,HNRPQ_HUMAN
NA,O60518,0.97612,RANBP6,RNBP6_HUMAN
NA,O60656,0.96852,UGT1A9,UD19_HUMAN
NA,O60725,0.94932,ICMT,ICMT_HUMAN
NA,O60762,0.99116,DPM1,DPM1_HUMAN
NA,O75340,0.9785,PDCD6,PDCD6_HUMAN
NA,O75396,0.92287,SEC22B,SC22B_HUMAN
NA,O75489,0.99083,NDUFS3,NDUS3_HUMAN
NA,O75616,0.99033,ERAL1,ERAL1_HUMAN
NA,O75691,0.99311,UTP20,UTP20_HUMAN
NA,O75947-2,0.99298,ATP5H,ATP5H_HUMAN
NA,O76031,0.95396,CLPX,CLPX_HUMAN
NA,O76071,0.99292,CIAO1,CIAO1_HUMAN
NA,O94874-3,0.97011,UFL1,UFL1_HUMAN
NA,O94973-3,0.92362,AP2A2,AP2A2_HUMAN
NA,O95202,0.99056,LETM1,LETM1_HUMAN
NA,O95299,0.92923,NDUFA10,NDUAA_HUMAN
NA,O95373,0.97303,IPO7,IPO7_HUMAN
NA,O95573,0.96997,ACSL3,ACSL3_HUMAN
NA,O95816,0.9755,BAG2,BAG2_HUMAN
NA,P00352,0.99201,ALDH1A1,AL1A1_HUMAN
NA,P00403,0.97358,MT-CO2,COX2_HUMAN
NA,P02786,0.97445,TFRC,TFR1_HUMAN
NA,P04181,0.99341,OAT,OAT_HUMAN
NA,P04843,0.95299,RPN1,RPN1_HUMAN
NA,P04844-2,0.96849,RPN2,RPN2_HUMAN
NA,P05091,0.97137,ALDH2,ALDH2_HUMAN
NA,P05556,0.94163,ITGB1,ITB1_HUMAN
NA,P07237,0.99402,P4HB,PDIA1_HUMAN
NA,P07355,0.97328,ANXA2,ANXA2_HUMAN
NA,P07384,0.92888,CAPN1,CAN1_HUMAN
NA,P07919,0.98997,UQCRH,QCR6_HUMAN
NA,P08195-3,0.98342,SLC3A2,4F2_HUMAN
NA,P08574,0.9413,CYC1,CY1_HUMAN
NA,P09601,0.98705,HMOX1,HMOX1_HUMAN
NA,P10909-4,0.99313,CLU,CLUS_HUMAN
NA,P11166,0.9722,SLC2A1,GTR1_HUMAN
NA,P11177-2,0.98563,PDHB,ODPB_HUMAN
NA,P11216,0.95984,PYGB,PYGB_HUMAN
NA,P11413,0.99404,G6PD,G6PD_HUMAN
NA,P12004,0.94207,PCNA,PCNA_HUMAN
NA,P12235,0.96874,SLC25A4,ADT1_HUMAN
NA,P12236,0.97051,SLC25A6,ADT3_HUMAN
NA,P12814-2,0.99036,ACTN1,ACTN1_HUMAN
NA,P13498,0.99329,CYBA,CY24A_HUMAN
NA,P13667,0.9817,PDIA4,PDIA4_HUMAN
NA,P14625,0.98903,HSP90B1,ENPL_HUMAN
NA,P15291-2,0.9714,B4GALT1,B4GT1_HUMAN
NA,P17812,0.97793,CTPS1,PYRG1_HUMAN
NA,P18084,0.95902,ITGB5,ITB5_HUMAN
NA,P18085,0.96274,ARF4,ARF4_HUMAN
NA,P19224,0.96119,UGT1A6,UD16_HUMAN
NA,P20674,0.97603,COX5A,COX5A_HUMAN
NA,P21912,0.97482,SDHB,SDHB_HUMAN
NA,P21964-2,0.97903,COMT,COMT_HUMAN
NA,P22309,0.97163,UGT1A1,UD11_HUMAN
NA,P22695,0.98371,UQCRC2,QCR2_HUMAN
NA,P24539,0.93772,ATP5F1,AT5F1_HUMAN
NA,P26641,0.99325,EEF1G,EF1G_HUMAN
NA,P27824,0.99402,CANX,CALX_HUMAN
NA,P29317,0.9938,EPHA2,EPHA2_HUMAN
NA,P30837,0.9547,ALDH1B1,AL1B1_HUMAN
NA,P31327,0.96006,CPS1,CPSM_HUMAN
NA,P33993,0.99006,MCM7,MCM7_HUMAN
NA,P35232,0.99378,PHB,PHB_HUMAN
NA,P40938-2,0.96408,RFC3,RFC3_HUMAN
NA,P42704,0.97106,LRPPRC,LPPRC_HUMAN
NA,P43686,0.99304,PSMC4,PRS6B_HUMAN
NA,P48047,0.91775,ATP5O,ATPO_HUMAN
NA,P48444,0.93477,ARCN1,COPD_HUMAN
NA,P48643,0.91246,CCT5,TCPE_HUMAN
NA,P48960-2,0.99138,CD97,CD97_HUMAN
NA,P49755,0.96103,TMED10,TMEDA_HUMAN
NA,P50402,0.93411,EMD,EMD_HUMAN
NA,P50454,0.99291,SERPINH1,SERPH_HUMAN
NA,P51148,0.97483,RAB5C,RAB5C_HUMAN
NA,P51153,0.92819,RAB13,RAB13_HUMAN
NA,P51571,0.90123,SSR4,SSRD_HUMAN
NA,P52701,0.90113,MSH6,MSH6_HUMAN
NA,P53007,0.97,SLC25A1,TXTP_HUMAN
NA,P53621,0.98325,COPA,COPA_HUMAN
NA,P54136,0.91307,RARS,SYRC_HUMAN
NA,P56192,0.98952,MARS,SYMC_HUMAN
NA,P58557,0.99305,YBEY,YBEY_HUMAN
NA,P60468,0.9935,SEC61B,SC61B_HUMAN
NA,P61006,0.97939,RAB8A,RAB8A_HUMAN
NA,P61026,0.97971,RAB10,RAB10_HUMAN
NA,P61106,0.97213,RAB14,RAB14_HUMAN
NA,P61163,0.9855,ACTR1A,ACTZ_HUMAN
NA,P61619,0.98892,SEC61A1,S61A1_HUMAN
NA,P62140,0.99314,PPP1CB,PP1B_HUMAN
NA,P62333,0.99394,PSMC6,PRS10_HUMAN
NA,P62820,0.99373,RAB1A,RAB1A_HUMAN
NA,P62826,0.93749,RAN,RAN_HUMAN
NA,P62873,0.9752,GNB1,GBB1_HUMAN
NA,P63104,0.92536,YWHAZ,1433Z_HUMAN
NA,P67775-2,0.98891,PPP2CA,PP2AA_HUMAN
NA,P78527,0.95802,PRKDC,PRKDC_HUMAN
NA,P84085,0.95666,ARF5,ARF5_HUMAN
NA,P84095,0.90427,RHOG,RHOG_HUMAN
NA,Q00610-2,0.9799,CLTC,CLH1_HUMAN
NA,Q01813,0.92757,PFKP,PFKAP_HUMAN
NA,Q02809,0.99001,PLOD1,PLOD1_HUMAN
NA,Q03169,0.98415,TNFAIP2,TNAP2_HUMAN
NA,Q03519,0.91198,TAP2,TAP2_HUMAN
NA,Q06210-2,0.9389,GFPT1,GFPT1_HUMAN
NA,Q07065,0.92848,CKAP4,CKAP4_HUMAN
NA,Q07973,0.95846,CYP24A1,CP24A_HUMAN
NA,Q12904,0.99221,AIMP1,AIMP1_HUMAN
NA,Q13015,0.9194,MLLT11,AF1Q_HUMAN
NA,Q13148,0.98129,TARDBP,TADBP_HUMAN
NA,Q13200,0.96577,PSMD2,PSMD2_HUMAN
NA,Q13217,0.96296,DNAJC3,DNJC3_HUMAN
NA,Q13509,0.95543,TUBB3,TBB3_HUMAN
NA,Q13637,0.91533,RAB32,RAB32_HUMAN
NA,Q14126,0.90971,DSG2,DSG2_HUMAN
NA,Q14156-3,0.91565,EFR3A,EFR3A_HUMAN
NA,Q14160,0.9916,SCRIB,SCRIB_HUMAN
NA,Q14204,0.92154,DYNC1H1,DYHC1_HUMAN
NA,Q14318,0.99395,FKBP8,FKBP8_HUMAN
NA,Q14697,0.93942,GANAB,GANAB_HUMAN
NA,Q14974,0.99209,KPNB1,IMB1_HUMAN
NA,Q15046,0.99368,KARS,SYK_HUMAN
NA,Q15070-2,0.96643,OXA1L,OXA1L_HUMAN
NA,Q15645,0.9935,TRIP13,PCH2_HUMAN
NA,Q15758,0.91027,SLC1A5,AAAT_HUMAN
NA,Q16531,0.96367,DDB1,DDB1_HUMAN
NA,Q16795,0.98527,NDUFA9,NDUA9_HUMAN
NA,Q29RF7,0.99245,PDS5A,PDS5A_HUMAN
NA,Q53EU6,0.96799,AGPAT9,GPAT3_HUMAN
NA,Q53GQ0,0.9302,HSD17B12,DHB12_HUMAN
NA,Q56VL3,0.9611,OCIAD2,OCAD2_HUMAN
NA,Q5BJD5-3,0.98847,TMEM41B,TM41B_HUMAN
NA,Q5SRE5-2,0.94723,NUP188,NU188_HUMAN
NA,Q5SZE2,0.9553,CERS2,Q5SZE2_HUMAN
NA,Q5T160,0.92117,RARS2,SYRM_HUMAN
NA,Q5VV42-2,0.97069,CDKAL1,CDKAL_HUMAN
NA,Q5VW36,0.93783,FOCAD,FOCAD_HUMAN
NA,Q5VYK3,0.99387,ECM29,ECM29_HUMAN
NA,Q68CR9,0.98019,DARS,SYDC_HUMAN
NA,Q6NUK1-2,0.94014,SLC25A24,SCMC1_HUMAN
NA,Q6NUM9,0.9592,RETSAT,RETST_HUMAN
NA,Q6P3X3,0.99313,TTC27,TTC27_HUMAN
NA,Q6PJG6,0.97556,BRAT1,BRAT1_HUMAN
NA,Q6ZRP7,0.97159,QSOX2,QSOX2_HUMAN
NA,Q7KZN9-2,0.99318,COX15,COX15_HUMAN
NA,Q7L8L6,0.95001,FASTKD5,FAKD5_HUMAN
NA,Q7Z7H8,0.97313,MRPL10,RM10_HUMAN
NA,Q86SJ2,0.98797,AMIGO2,AMGO2_HUMAN
NA,Q86UN3,0.94555,RTN4RL2,R4RL2_HUMAN
NA,Q86Y56,0.9611,HEATR2,DAAF5_HUMAN
NA,Q8IWA4,0.92224,MFN1,MFN1_HUMAN
NA,Q8N163,0.98483,CCAR2,CCAR2_HUMAN
NA,Q8N1F7,0.96236,NUP93,NUP93_HUMAN
NA,Q8N6M3,0.95659,FITM2,FITM2_HUMAN
NA,Q8N8R3,0.98812,SLC25A29,MCATL_HUMAN
NA,Q8NBQ5,0.99392,HSD17B11,DHB11_HUMAN
NA,Q8NF37,0.91661,LPCAT1,PCAT1_HUMAN
NA,Q8TBP6,0.94955,SLC25A40,S2540_HUMAN
NA,Q8TEM1,0.97873,NUP210,PO210_HUMAN
NA,Q8TEX9,0.92513,IPO4,IPO4_HUMAN
NA,Q8WUY1,0.93649,THEM6,THEM6_HUMAN
NA,Q8WVX9,0.90866,FAR1,FACR1_HUMAN
NA,Q92538,0.97809,GBF1,GBF1_HUMAN
NA,Q92616,0.90869,GCN1L1,GCN1L_HUMAN
NA,Q92621,0.96206,NUP205,NU205_HUMAN
NA,Q92887,0.9731,ABCC2,MRP2_HUMAN
NA,Q92973-2,0.97901,TNPO1,TNPO1_HUMAN
NA,Q969V3-2,0.96168,NCLN,NCLN_HUMAN
NA,Q969X5-2,0.90858,ERGIC1,ERGI1_HUMAN
NA,Q96A33-2,0.90163,CCDC47,CCD47_HUMAN
NA,Q96AG4,0.94848,LRRC59,LRC59_HUMAN
NA,Q96CS3,0.91481,FAF2,FAF2_HUMAN
NA,Q96IV0-3,0.97023,NGLY1,NGLY1_HUMAN
NA,Q96JJ7,0.92521,TMX3,TMX3_HUMAN
NA,Q96KA5-2,0.94774,CLPTM1L,CLP1L_HUMAN
NA,Q96KP1,0.9786,EXOC2,EXOC2_HUMAN
NA,Q96P70,0.92688,IPO9,IPO9_HUMAN
NA,Q96T76-9,0.99399,MMS19,MMS19_HUMAN
NA,Q99470,0.95654,SDF2,SDF2_HUMAN
NA,Q99653,0.92918,CHP1,CHP1_HUMAN
NA,Q9BPW8,0.95714,NIPSNAP1,NIPS1_HUMAN
NA,Q9BPX3,0.93637,NCAPG,CND3_HUMAN
NA,Q9BQB6-3,0.96437,VKORC1,VKOR1_HUMAN
NA,Q9BQG0,0.99305,MYBBP1A,MBB1A_HUMAN
NA,Q9BRQ8,0.98465,AIFM2,AIFM2_HUMAN
NA,Q9BSF4,0.92587,C19orf52,CS052_HUMAN
NA,Q9BSJ8,0.94117,ESYT1,ESYT1_HUMAN
NA,Q9BUP3-3,0.99377,HTATIP2,HTAI2_HUMAN
NA,Q9BVK6,0.96897,TMED9,TMED9_HUMAN
NA,Q9BVV7,0.93077,TIMM21,TIM21_HUMAN
NA,Q9BW72,0.90425,HIGD2A,HIG2A_HUMAN
NA,Q9C005,0.9888,DPY30,DPY30_HUMAN
NA,Q9H0U4,0.99373,RAB1B,RAB1B_HUMAN
NA,Q9H583,0.95068,HEATR1,HEAT1_HUMAN
NA,Q9H5Q4,0.98585,TFB2M,TFB2M_HUMAN
NA,Q9H6X2,0.99175,ANTXR1,ANTR1_HUMAN
NA,Q9H845,0.97724,ACAD9,ACAD9_HUMAN
NA,Q9HAV4,0.9547,XPO5,XPO5_HUMAN
NA,Q9HBH0,0.93744,RHOF,RHOF_HUMAN
NA,Q9HCN8,0.96918,SDF2L1,SDF2L_HUMAN
NA,Q9HD45,0.9173,TM9SF3,TM9S3_HUMAN
NA,Q9NP72,0.97829,RAB18,RAB18_HUMAN
NA,Q9NPL8,0.95034,TIMMDC1,TIDC1_HUMAN
NA,Q9NU22,0.95968,MDN1,MDN1_HUMAN
NA,Q9NUQ2,0.90508,AGPAT5,PLCE_HUMAN
NA,Q9NVJ2,0.90774,ARL8B,ARL8B_HUMAN
NA,Q9NXH8,0.98522,TOR4A,TOR4A_HUMAN
NA,Q9NZ01,0.9844,TECR,TECR_HUMAN
NA,Q9NZ08,0.98017,ERAP1,ERAP1_HUMAN
NA,Q9NZ45,0.9894,CISD1,CISD1_HUMAN
NA,Q9P035,0.97508,PTPLAD1,HACD3_HUMAN
NA,Q9P2E9-2,0.92132,RRBP1,RRBP1_HUMAN
NA,Q9UBB4,0.9851,ATXN10,ATX10_HUMAN
NA,Q9UBF2,0.99113,COPG2,COPG2_HUMAN
NA,Q9UBS4,0.96402,DNAJB11,DJB11_HUMAN
NA,Q9UBV2,0.93589,SEL1L,SE1L1_HUMAN
NA,Q9UBX3,0.98584,SLC25A10,DIC_HUMAN
NA,Q9UG63,0.95236,ABCF2,ABCF2_HUMAN
NA,Q9UI12-2,0.98059,ATP6V1H,VATH_HUMAN
NA,Q9UIA9,0.99173,XPO7,XPO7_HUMAN
NA,Q9UJZ1,0.99392,STOML2,STML2_HUMAN
NA,Q9UN37,0.9473,VPS4A,VPS4A_HUMAN
NA,Q9UNM6,0.99389,PSMD13,PSD13_HUMAN
NA,Q9UPT5-2,0.95683,EXOC7,EXOC7_HUMAN
NA,Q9UPY5,0.96137,SLC7A11,XCT_HUMAN
NA,Q9Y265,0.98541,RUVBL1,RUVB1_HUMAN
NA,Q9Y266,0.9745,NUDC,NUDC_HUMAN
NA,Q9Y287,0.9227,ITM2B,ITM2B_HUMAN
NA,Q9Y2X3,0.98747,NOP58,NOP58_HUMAN
NA,Q9Y3L5,0.91001,RAP2C,RAP2C_HUMAN
NA,Q9Y3T9,0.99281,NOC2L,NOC2L_HUMAN
NA,Q9Y5M8,0.90466,SRPRB,SRPRB_HUMAN
NA,Q9Y5Z9-2,0.94448,UBIAD1,UBIA1_HUMAN
NA,Q9Y678,0.98561,COPG1,COPG1_HUMAN
NA,Q9Y679-2,0.98954,AUP1,AUP1_HUMAN
NA,Q9Y6C9,0.99113,MTCH2,MTCH2_HUMAN
NA,Q9Y6D5,0.97389,ARFGEF2,BIG2_HUMAN
NA,Q9Y6D6,0.92473,ARFGEF1,BIG1_HUMAN
NA,Q9Y6M5,0.97049,SLC30A1,ZNT1_HUMAN
NA,Q9Y6N1,0.96324,COX11,COX11_HUMAN
NEP,B4DGU4,0.94997,CTNNB1,B4DGU4_HUMAN
NEP,B4DLC0,0.99404,,B4DLC0_HUMAN
NEP,B4DUR8,0.98359,CCT3,B4DUR8_HUMAN
NEP,B4E022,0.99317,,B4E022_HUMAN
NEP,B4E2W0,0.98141,HADHB,ECHB_HUMAN
NEP,B4E3S0,0.97,CORO1C,B4E3S0_HUMAN
NEP,B7ZKM0,0.91983,SART3,SART3_HUMAN
NEP,C9J384,0.92826,CMSS1,C9J384_HUMAN
NEP,CON_00019359.3,0.98649,NA,NA
NEP,CON_00707101.1,0.93047,NA,NA
NEP,CON_00708398.1,0.99328,NA,NA
NEP,CON_IPI00311493.5,0.93559,NA,NA
NEP,CON_Trypsin,0.97923,NA,NA
NEP,E9PKG1,0.99402,PRMT1,E9PKG1_HUMAN
NEP,E9PKV2,0.99389,MRPL17,E9PKV2_HUMAN
NEP,E9PLL6,0.98578,RPL27A,E9PLL6_HUMAN
NEP,E9PMI6,0.97507,CLNS1A,E9PMI6_HUMAN
NEP,F5GX33,0.9939,NA,NA
NEP,F5H4G7,0.9934,NA,NA
NEP,F5H5U2,0.91478,DDX55,F5H5U2_HUMAN
NEP,G3V3B0,0.98462,ACIN1,G3V3B0_HUMAN
NEP,G5E9W3,0.97167,CPSF3,G5E9W3_HUMAN
NEP,G5E9W7,0.98522,MRPS22,G5E9W7_HUMAN
NEP,K7EK07,0.97234,H3F3B,K7EK07_HUMAN
NEP,O00267-2,0.9783,SUPT5H,SPT5H_HUMAN
NEP,O00743-2,0.98942,PPP6C,PPP6_HUMAN
NEP,O14744,0.9889,PRMT5,ANM5_HUMAN
NEP,O43390-2,0.90997,HNRNPR,HNRPR_HUMAN
NEP,O43707,0.97925,ACTN4,ACTN4_HUMAN
NEP,O43823,0.92548,AKAP8,AKAP8_HUMAN
NEP,O43852,0.98403,CALU,CALU_HUMAN
NEP,O60218,0.92269,AKR1B10,AK1BA_HUMAN
NEP,O60716-32,0.98004,CTNND1,CTND1_HUMAN
NEP,O60832,0.91707,DKC1,DKC1_HUMAN
NEP,O75369-5,0.96607,FLNB,FLNB_HUMAN
NEP,O75494-5,0.99404,SRSF10,SRS10_HUMAN
NEP,O75794,0.971,CDC123,CD123_HUMAN
NEP,O94973,0.9369,AP2A2,AP2A2_HUMAN
NEP,O95232,0.99355,LUC7L3,LC7L3_HUMAN
NEP,O95573,0.95935,ACSL3,ACSL3_HUMAN
NEP,O95782-2,0.95935,AP2A1,AP2A1_HUMAN
NEP,O95816,0.90383,BAG2,BAG2_HUMAN
NEP,P04843,0.99331,RPN1,RPN1_HUMAN
NEP,P04844-2,0.97936,RPN2,RPN2_HUMAN
NEP,P07237,0.99275,P4HB,PDIA1_HUMAN
NEP,P07355,0.98914,ANXA2,ANXA2_HUMAN
NEP,P08579,0.98892,SNRPB2,RU2B_HUMAN
NEP,P08729,0.93825,KRT7,K2C7_HUMAN
NEP,P09012,0.99351,SNRPA,SNRPA_HUMAN
NEP,P09382,0.98807,LGALS1,LEG1_HUMAN
NEP,P09661,0.96205,SNRPA1,RU2A_HUMAN
NEP,P11413,0.99184,G6PD,G6PD_HUMAN
NEP,P12236,0.99394,SLC25A6,ADT3_HUMAN
NEP,P12270,0.98141,TPR,TPR_HUMAN
NEP,P12814-2,0.97882,ACTN1,ACTN1_HUMAN
NEP,P19387,0.92347,POLR2C,RPB3_HUMAN
NEP,P26368-2,0.95227,U2AF2,U2AF2_HUMAN
NEP,P33240-2,0.9463,CSTF2,CSTF2_HUMAN
NEP,P35268,0.91343,RPL22,RL22_HUMAN
NEP,P35637-2,0.99388,FUS,FUS_HUMAN
NEP,P39019,0.97965,RPS19,RS19_HUMAN
NEP,P42330,0.97,AKR1C3,AK1C3_HUMAN
NEP,P42704,0.98528,LRPPRC,LPPRC_HUMAN
NEP,P43243-2,0.9824,MATR3,MATR3_HUMAN
NEP,P43686-2,0.96058,PSMC4,PRS6B_HUMAN
NEP,P46781,0.98538,RPS9,RS9_HUMAN
NEP,P48643,0.97186,CCT5,TCPE_HUMAN
NEP,P49327,0.97607,FASN,FAS_HUMAN
NEP,P49406,0.98165,MRPL19,RM19_HUMAN
NEP,P49756,0.99267,RBM25,RBM25_HUMAN
NEP,P50416-2,0.99242,CPT1A,CPT1A_HUMAN
NEP,P51398-2,0.99072,DAP3,RT29_HUMAN
NEP,P52294,0.99272,KPNA1,IMA5_HUMAN
NEP,P55265-5,0.93195,ADAR,DSRAD_HUMAN
NEP,P62136,0.96764,PPP1CA,PP1A_HUMAN
NEP,P62140,0.98189,PPP1CB,PP1B_HUMAN
NEP,P62244,0.94891,RPS15A,RS15A_HUMAN
NEP,P62277,0.92752,RPS13,RS13_HUMAN
NEP,P62861,0.98702,FAU,RS30_HUMAN
NEP,P63104,0.96229,YWHAZ,1433Z_HUMAN
NEP,P63167,0.99275,DYNLL1,DYL1_HUMAN
NEP,P68431,0.97295,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,H31_HUMAN
NEP,P78527,0.99402,PRKDC,PRKDC_HUMAN
NEP,P82664,0.91631,MRPS10,RT10_HUMAN
NEP,P82675,0.994,MRPS5,RT05_HUMAN
NEP,P82912-2,0.95943,MRPS11,RT11_HUMAN
NEP,P82914,0.97622,MRPS15,RT15_HUMAN
NEP,P82930,0.97437,MRPS34,RT34_HUMAN
NEP,P82933,0.99359,MRPS9,RT09_HUMAN
NEP,P98175-2,0.99242,RBM10,RBM10_HUMAN
NEP,Q05048,0.99213,CSTF1,CSTF1_HUMAN
NEP,Q07157-2,0.94567,TJP1,ZO1_HUMAN
NEP,Q08945,0.99055,SSRP1,SSRP1_HUMAN
NEP,Q09666,0.99402,AHNAK,AHNK_HUMAN
NEP,Q10570,0.98874,CPSF1,CPSF1_HUMAN
NEP,Q12996,0.9937,CSTF3,CSTF3_HUMAN
NEP,Q13501-2,0.90859,SQSTM1,SQSTM_HUMAN
NEP,Q13595-2,0.96047,TRA2A,TRA2A_HUMAN
NEP,Q13813-3,0.96841,SPTAN1,SPTN1_HUMAN
NEP,Q14204,0.99071,DYNC1H1,DYHC1_HUMAN
NEP,Q14974,0.9794,KPNB1,IMB1_HUMAN
NEP,Q15637-4,0.9669,SF1,SF01_HUMAN
NEP,Q15907,0.96602,RAB11B,RB11B_HUMAN
NEP,Q16555-2,0.97787,DPYSL2,DPYL2_HUMAN
