Bait,Prey,NumUniquePep,Length,Intensity,Name,IP,Isolation,Tag
REV,P18124,6,248,11279503,RL7_HUMAN 60S ribosomal protein L7,IP05,Elution,Flag
REV,P18621,4,184,15990479,RL17_HUMAN 60S ribosomal protein L17,IP05,Elution,Flag
REV,P19338,8,710,21871077,NUCL_HUMAN Nucleolin,IP05,Elution,Flag
REV,P23396,3,243,4291320,RS3_HUMAN 40S ribosomal protein S3,IP05,Elution,Flag
REV,P25398,2,132,811073,RS12_HUMAN 40S ribosomal protein S12,IP05,Elution,Flag
REV,P26373,6,211,25787710,RL13_HUMAN 60S ribosomal protein L13,IP05,Elution,Flag
REV,P27635,3,214,920397,RL10_HUMAN 60S ribosomal protein L10,IP05,Elution,Flag
REV,P30050,1,165,2277000,RL12_HUMAN 60S ribosomal protein L12,IP05,Elution,Flag
REV,P31943,3,449,2279758,HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H,IP05,Elution,Flag
REV,P34931,4,641,1941334,HS71L_HUMAN Heat shock 70 kDa protein 1L,IP05,Elution,Flag
REV,P35908,2,645,641897,"K22E_HUMAN Keratin, type II cytoskeletal 2 epidermal",IP05,Elution,Flag
REV,P36578,12,427,23742971,RL4_HUMAN 60S ribosomal protein L4,IP05,Elution,Flag
REV,P38159,2,391,40531,HNRPG_HUMAN Heterogeneous nuclear ribonucleoprotein G,IP05,Elution,Flag
REV,P39023,3,403,3212716,RL3_HUMAN 60S ribosomal protein L3,IP05,Elution,Flag
REV,P40429,3,203,1917586,RL13A_HUMAN 60S ribosomal protein L13a,IP05,Elution,Flag
REV,P40939,1,763,425010,"ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial precursor",IP05,Elution,Flag
REV,P42766,3,123,9600982,RL35_HUMAN 60S ribosomal protein L35,IP05,Elution,Flag
REV,P46087,1,812,22754,NOL1_HUMAN Putative RNA methyltransferase NOL1,IP05,Elution,Flag
REV,P46776,2,148,4323081,RL27A_HUMAN 60S ribosomal protein L27a,IP05,Elution,Flag
REV,P46778,2,160,5164000,RL21_HUMAN 60S ribosomal protein L21,IP05,Elution,Flag
REV,P46781,9,194,39438393,RS9_HUMAN 40S ribosomal protein S9,IP05,Elution,Flag
REV,P46782,1,204,281919,RS5_HUMAN 40S ribosomal protein S5,IP05,Elution,Flag
REV,P47914,4,159,8970928,RL29_HUMAN 60S ribosomal protein L29,IP05,Elution,Flag
REV,P48741,3,367,1721040,HSP77_HUMAN Putative heat shock 70 kDa protein 7,IP05,Elution,Flag
REV,P49458,1,86,1010000,SRP09_HUMAN Signal recognition particle 9 kDa protein,IP05,Elution,Flag
REV,P49755,2,219,1570945,TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 precursor,IP05,Elution,Flag
REV,P50914,1,213,1086000,RL14_HUMAN 60S ribosomal protein L14,IP05,Elution,Flag
REV,P55209,8,391,6401196,NP1L1_HUMAN Nucleosome assembly protein 1-like 1,IP05,Elution,Flag
REV,P60866,2,119,2146347,RS20_HUMAN 40S ribosomal protein S20,IP05,Elution,Flag
REV,P61247,9,264,35867223,RS3A_HUMAN 40S ribosomal protein S3a,IP05,Elution,Flag
REV,P61254,4,145,25884032,RL26_HUMAN 60S ribosomal protein L26,IP05,Elution,Flag
REV,P61513,1,92,541805,RL37A_HUMAN 60S ribosomal protein L37a,IP05,Elution,Flag
REV,P62081,5,194,4566792,RS7_HUMAN 40S ribosomal protein S7,IP05,Elution,Flag
REV,P62241,8,208,24253312,RS8_HUMAN 40S ribosomal protein S8,IP05,Elution,Flag
REV,P62244,1,130,9013000,RS15A_HUMAN 40S ribosomal protein S15a,IP05,Elution,Flag
REV,P62249,3,146,16256979,RS16_HUMAN 40S ribosomal protein S16,IP05,Elution,Flag
REV,P62263,7,151,16829658,RS14_HUMAN 40S ribosomal protein S14,IP05,Elution,Flag
REV,P62269,8,152,42856920,RS18_HUMAN 40S ribosomal protein S18,IP05,Elution,Flag
REV,P62273,2,56,2319080,RS29_HUMAN 40S ribosomal protein S29,IP05,Elution,Flag
REV,P62277,2,151,3634000,RS13_HUMAN 40S ribosomal protein S13,IP05,Elution,Flag
REV,P62280,4,158,26185000,RS11_HUMAN 40S ribosomal protein S11,IP05,Elution,Flag
REV,P62424,6,266,12559005,RL7A_HUMAN 60S ribosomal protein L7a,IP05,Elution,Flag
REV,P62701,5,263,24037599,"RS4X_HUMAN 40S ribosomal protein S4, X isoform",IP05,Elution,Flag
REV,P62750,2,156,9086988,RL23A_HUMAN 60S ribosomal protein L23a,IP05,Elution,Flag
REV,P62753,4,249,24745730,RS6_HUMAN 40S ribosomal protein S6,IP05,Elution,Flag
REV,P62805,1,103,481350,H4_HUMAN Histone H4,IP05,Elution,Flag
REV,P62829,6,140,12147235,RL23_HUMAN 60S ribosomal protein L23,IP05,Elution,Flag
REV,P62841,3,145,2582366,RS15_HUMAN 40S ribosomal protein S15,IP05,Elution,Flag
REV,P62847,2,133,24490000,RS24_HUMAN 40S ribosomal protein S24,IP05,Elution,Flag
REV,P62851,3,125,16468570,RS25_HUMAN 40S ribosomal protein S25,IP05,Elution,Flag
REV,P62854,2,115,17570000,RS26_HUMAN 40S ribosomal protein S26,IP05,Elution,Flag
REV,P62861,1,59,6797000,RS30_HUMAN 40S ribosomal protein S30,IP05,Elution,Flag
REV,P62888,1,115,1241000,RL30_HUMAN 60S ribosomal protein L30,IP05,Elution,Flag
REV,P62891,1,51,1453000,RL39_HUMAN 60S ribosomal protein L39,IP05,Elution,Flag
REV,P62910,3,135,2265308,RL32_HUMAN 60S ribosomal protein L32,IP05,Elution,Flag
REV,P62913,3,178,18442000,RL11_HUMAN 60S ribosomal protein L11,IP05,Elution,Flag
REV,P62917,1,257,137350,RL8_HUMAN 60S ribosomal protein L8,IP05,Elution,Flag
REV,P62979,2,80,4157000,RS27A_HUMAN 40S ribosomal protein S27a,IP05,Elution,Flag
REV,P67809,9,324,6149095,YBOX1_HUMAN Nuclease sensitive element-binding protein 1,IP05,Elution,Flag
REV,P68363,1,451,324268,TBA1B_HUMAN Tubulin alpha-1B chain,IP05,Elution,Flag
REV,P82650,2,360,934351,RT22_HUMAN Mitochondrial 28S ribosomal protein S22,IP05,Elution,Flag
REV,P82663,1,173,233923,RT25_HUMAN Mitochondrial 28S ribosomal protein S25,IP05,Elution,Flag
REV,P82912,1,194,194739,"RT11_HUMAN 28S ribosomal protein S11, mitochondrial precursor",IP05,Elution,Flag
REV,P82933,2,396,998256,"RT09_HUMAN 28S ribosomal protein S9, mitochondrial precursor",IP05,Elution,Flag
REV,P83731,1,157,823580,RL24_HUMAN 60S ribosomal protein L24,IP05,Elution,Flag
REV,P83881,2,106,2856503,RL36A_HUMAN 60S ribosomal protein L36a,IP05,Elution,Flag
REV,P84098,3,196,5061339,RL19_HUMAN 60S ribosomal protein L19,IP05,Elution,Flag
REV,Q00059,1,246,165201,"TFAM_HUMAN Transcription factor A, mitochondrial precursor",IP05,Elution,Flag
REV,Q00839,8,824,18203546,HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U,IP05,Elution,Flag
REV,Q02878,2,288,530499,RL6_HUMAN 60S ribosomal protein L6,IP05,Elution,Flag
REV,Q07020,4,188,13578537,RL18_HUMAN 60S ribosomal protein L18,IP05,Elution,Flag
REV,Q07021,3,282,12857283,"C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial precursor",IP05,Elution,Flag
REV,Q08211,7,1270,4149885,DHX9_HUMAN ATP-dependent RNA helicase A,IP05,Elution,Flag
REV,Q08J23,2,767,28939,NSUN2_HUMAN tRNA,IP05,Elution,Flag
REV,Q09028,1,425,419614,RBBP4_HUMAN Histone-binding protein RBBP4,IP05,Elution,Flag
REV,Q12906,6,894,7157661,ILF3_HUMAN Interleukin enhancer-binding factor 3,IP05,Elution,Flag
REV,Q13123,1,557,673834,RED_HUMAN Protein Red,IP05,Elution,Flag
REV,Q13151,1,305,844533,ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0,IP05,Elution,Flag
REV,Q13405,1,166,689972,RM49_HUMAN Mitochondrial 39S ribosomal protein L49,IP05,Elution,Flag
REV,Q13445,3,227,2025549,TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 precursor,IP05,Elution,Flag
REV,Q13895,2,437,554748,BYST_HUMAN Bystin,IP05,Elution,Flag
REV,Q14103,3,355,1214965,HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0,IP05,Elution,Flag
REV,Q14444,1,649,738743,CAPR1_HUMAN Caprin-1,IP05,Elution,Flag
REV,Q14498,1,530,860228,RBM39_HUMAN RNA-binding protein 39,IP05,Elution,Flag
REV,Q5T1J5,2,151,1245686,"CHCH9_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 9, mitochondrial precursor",IP05,Elution,Flag
REV,Q5VZ46,1,1190,1539000,K1614_HUMAN Uncharacterized protein KIAA1614,IP05,Elution,Flag
REV,Q6DD87,1,382,15925,ZN787_HUMAN Zinc finger protein 787,IP05,Elution,Flag
REV,Q6ZV29,1,1317,330684,PLPL7_HUMAN Patatin-like phospholipase domain-containing protein 7,IP05,Elution,Flag
REV,Q7Z2W4,2,902,200299,ZCC2_HUMAN Zinc finger CCCH type antiviral protein 1,IP05,Elution,Flag
REV,Q86V81,2,257,3662000,THOC4_HUMAN THO complex subunit 4,IP05,Elution,Flag
REV,Q8N1G4,1,583,10997,LRC47_HUMAN Leucine-rich repeat-containing protein 47,IP05,Elution,Flag
REV,Q92522,2,213,1880782,H1X_HUMAN Histone H1x,IP05,Elution,Flag
REV,Q92665,1,395,928556,"RT31_HUMAN 28S ribosomal protein S31, mitochondrial precursor",IP05,Elution,Flag
REV,Q92841,1,650,95119,DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17,IP05,Elution,Flag
REV,Q96BP2,1,118,624331,CHCH1_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,IP05,Elution,Flag
REV,Q96DV4,2,380,897132,"RM38_HUMAN 39S ribosomal protein L38, mitochondrial precursor",IP05,Elution,Flag
REV,Q96EU6,1,259,22479,CF153_HUMAN UPF0399 protein C6orf153,IP05,Elution,Flag
REV,Q96KR1,1,1074,327575,ZFR_HUMAN Zinc finger RNA-binding protein,IP05,Elution,Flag
REV,Q99729,2,332,1582491,ROAA_HUMAN Heterogeneous nuclear ribonucleoprotein A/B,IP05,Elution,Flag
REV,Q99733,3,375,3262471,NP1L4_HUMAN Nucleosome assembly protein 1-like 4,IP05,Elution,Flag
REV,Q9BQ67,1,446,406762,GRWD1_HUMAN Glutamate-rich WD repeat-containing protein 1,IP05,Elution,Flag
REV,Q9BQG0,3,1328,1501744,MBB1A_HUMAN Myb-binding protein 1A,IP05,Elution,Flag
REV,Q9BRJ2,1,306,249136,"RM45_HUMAN 39S ribosomal protein L45, mitochondrial precursor",IP05,Elution,Flag
REV,Q9BRP8,1,204,87463,WIBG_HUMAN Protein wibg homolog,IP05,Elution,Flag
REV,Q9BVK6,2,214,1222902,TMED9_HUMAN Transmembrane emp24 domain-containing protein 9 precursor,IP05,Elution,Flag
REV,Q9BYD3,1,311,813516,RM04_HUMAN Mitochondrial 39S ribosomal protein L4,IP05,Elution,Flag
REV,Q9BZE1,2,423,812933,"RM37_HUMAN 39S ribosomal protein L37, mitochondrial precursor",IP05,Elution,Flag
REV,Q9H0U6,2,180,1273287,"RM18_HUMAN 39S ribosomal protein L18, mitochondrial precursor",IP05,Elution,Flag
REV,Q9H6S0,1,671,379712,YTDC2_HUMAN YTH domain-containing protein 2,IP05,Elution,Flag
REV,Q9HD33,2,252,919923,"RM47_HUMAN 39S ribosomal protein L47, mitochondrial precursor",IP05,Elution,Flag
REV,Q9NP92,1,439,326149,RT30_HUMAN Mitochondrial 28S ribosomal protein S30,IP05,Elution,Flag
REV,Q9NQ29,2,371,603338,LUC7L_HUMAN Putative RNA-binding protein Luc7-like 1,IP05,Elution,Flag
REV,Q9NR30,7,783,4451270,DDX21_HUMAN Nucleolar RNA helicase 2,IP05,Elution,Flag
REV,Q9NY93,1,547,84443,DDX56_HUMAN Probable ATP-dependent RNA helicase DDX56,IP05,Elution,Flag
REV,Q9NZI8,1,577,143590,IF2B1_HUMAN Insulin-like growth factor 2 mRNA-binding protein 1,IP05,Elution,Flag
REV,Q9P015,1,296,487172,"RM15_HUMAN 39S ribosomal protein L15, mitochondrial precursor",IP05,Elution,Flag
REV,Q9UMS4,2,504,929517,PRP19_HUMAN Pre-mRNA-processing factor 19,IP05,Elution,Flag
REV,Q9UNF1,1,606,5063,MAGD2_HUMAN Melanoma-associated antigen D2,IP05,Elution,Flag
REV,Q9UPT8,1,1303,7722,CS007_HUMAN Zinc finger CCCH domain-containing protein C19orf7,IP05,Elution,Flag
REV,Q9Y2R5,1,130,441869,"RT17_HUMAN 28S ribosomal protein S17, mitochondrial precursor",IP05,Elution,Flag
REV,Q9Y3U8,1,105,1079000,RL36_HUMAN 60S ribosomal protein L36,IP05,Elution,Flag
REV,Q9Y3Y2,1,248,152177,CA077_HUMAN Uncharacterized protein C1orf77,IP05,Elution,Flag
NEF,28872818,6,206,178764643,NP_057857 NefFull_HIV-1,IP05,Elution,Flag
NEF,28872818.1,8,123,132029671,NP_057857 Nef_HIV-1,IP05,Elution,Flag
NEF,9629359,5,116,152104,NP_057854 Rev_HIV-1,IP05,Elution,Flag
NEF,O14545,1,582,5048,TRAD1_HUMAN TRAF-type zinc finger domain-containing protein 1,IP05,Elution,Flag
NEF,O14734,2,319,1864844,ACOT8_HUMAN Acyl-coenzyme A thioesterase 8,IP05,Elution,Flag
NEF,O95766,2,482,10265000,CG028_HUMAN Uncharacterized protein C7orf28,IP05,Elution,Flag
NEF,P04264,3,644,753283,"K2C1_HUMAN Keratin, type II cytoskeletal 1",IP05,Elution,Flag
NEF,P04350,10,444,32719986,TBB4_HUMAN Tubulin beta-4 chain,IP05,Elution,Flag
NEF,P05141,4,298,7580102,ADT2_HUMAN ADP/ATP translocase 2,IP05,Elution,Flag
NEF,P06310,2,133,41073000,KV206_HUMAN Ig kappa chain V-II region RPMI 6410 precursor,IP05,Elution,Flag
NEF,P07437,14,444,34799732,TBB5_HUMAN Tubulin beta chain,IP05,Elution,Flag
NEF,P08107,2,641,477960,HSP71_HUMAN Heat shock 70 kDa protein 1,IP05,Elution,Flag
NEF,P08237,1,780,1039000,"K6PF_HUMAN 6-phosphofructokinase, muscle type",IP05,Elution,Flag
NEF,P11021,2,654,366901,GRP78_HUMAN 78 kDa glucose-regulated protein precursor,IP05,Elution,Flag
NEF,P11142,3,646,773268,HSP7C_HUMAN Heat shock cognate 71 kDa protein,IP05,Elution,Flag
NEF,P11802,1,303,8931,CDK4_HUMAN Cell division protein kinase 4,IP05,Elution,Flag
NEF,P16615,1,1042,14651,AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,IP05,Elution,Flag
NEF,P22061,2,227,283809,PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase,IP05,Elution,Flag
NEF,P22695,2,453,7415655,"QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial precursor",IP05,Elution,Flag
NEF,P23396,2,243,673605,RS3_HUMAN 40S ribosomal protein S3,IP05,Elution,Flag
NEF,P25398,1,132,169606,RS12_HUMAN 40S ribosomal protein S12,IP05,Elution,Flag
NEF,P25705,2,553,740486,"ATPA_HUMAN ATP synthase subunit alpha, mitochondrial precursor",IP05,Elution,Flag
NEF,P33993,5,719,1702783,MCM7_HUMAN DNA replication licensing factor MCM7,IP05,Elution,Flag
NEF,P35232,1,272,255864,PHB_HUMAN Prohibitin,IP05,Elution,Flag
NEF,P35527,2,623,21875,"K1C9_HUMAN Keratin, type I cytoskeletal 9",IP05,Elution,Flag
NEF,P42677,1,84,428134,RS27_HUMAN 40S ribosomal protein S27,IP05,Elution,Flag
NEF,P46782,4,204,2090336,RS5_HUMAN 40S ribosomal protein S5,IP05,Elution,Flag
NEF,P49368,2,545,345894,TCPG_HUMAN T-complex protein 1 subunit gamma,IP05,Elution,Flag
NEF,P49411,2,452,43108,"EFTU_HUMAN Elongation factor Tu, mitochondrial precursor",IP05,Elution,Flag
NEF,P50402,1,254,66514,EMD_HUMAN Emerin,IP05,Elution,Flag
NEF,P54652,2,639,468955,HSP72_HUMAN Heat shock-related 70 kDa protein 2,IP05,Elution,Flag
NEF,P56192,1,900,299696,"SYMC_HUMAN Methionyl-tRNA synthetase, cytoplasmic",IP05,Elution,Flag
NEF,P60709,5,375,1032538,"ACTB_HUMAN Actin, cytoplasmic 1",IP05,Elution,Flag
NEF,P62269,3,152,1280563,RS18_HUMAN 40S ribosomal protein S18,IP05,Elution,Flag
NEF,P63173,1,70,913518,RL38_HUMAN 60S ribosomal protein L38,IP05,Elution,Flag
NEF,P68363,9,451,23651339,TBA1B_HUMAN Tubulin alpha-1B chain,IP05,Elution,Flag
NEF,P68371,13,445,36052732,TBB2C_HUMAN Tubulin beta-2C chain,IP05,Elution,Flag
NEF,P78527,8,4128,3087687,PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit,IP05,Elution,Flag
NEF,Q02978,1,314,700062,M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein,IP05,Elution,Flag
NEF,Q3ZCQ8,2,353,540043,"TIM50_HUMAN Import inner membrane translocase subunit TIM50, mitochondrial precursor",IP05,Elution,Flag
NEF,Q66PJ3,1,360,33548,AR6P4_HUMAN ADP-ribosylation factor-like protein 6-interacting protein 4,IP05,Elution,Flag
NEF,Q92621,1,2012,33804,NU205_HUMAN Nuclear pore complex protein Nup205,IP05,Elution,Flag
NEF,Q92973,1,890,11513,TNPO1_HUMAN Transportin-1,IP05,Elution,Flag
NEF,Q96CS3,1,445,83954,UBXD8_HUMAN UBX domain-containing protein 8,IP05,Elution,Flag
NEF,Q99623,1,299,61185,PHB2_HUMAN Prohibitin-2,IP05,Elution,Flag
NEF,Q99867,5,434,13133746,TBB4Q_HUMAN Tubulin beta-4q chain,IP05,Elution,Flag
NEF,Q9BXW9,1,1471,11644,FACD2_HUMAN Fanconi anemia group D2 protein,IP05,Elution,Flag
NEF,Q9HAV4,1,1204,206787,XPO5_HUMAN Exportin-5,IP05,Elution,Flag
GP160,19172954,6,346,28287591,NP_579895 gp41_HIV-1,IP05,Elution,Flag
GP160,28872818,1,206,51010,NP_057857 NefFull_HIV-1,IP05,Elution,Flag
GP160,28872818.1,1,123,0,NP_057857 Nef_HIV-1,IP05,Elution,Flag
GP160,28876544,11,511,226817828,NP_579894 gp120_HIV-1,IP05,Elution,Flag
GP160,O75688,1,479,12172,PPM1B_HUMAN Protein phosphatase 1B,IP05,Elution,Flag
GP160,O94901,1,812,17567,UN84A_HUMAN Protein unc-84 homolog A,IP05,Elution,Flag
GP160,P01891,1,365,103743,"1A68_HUMAN HLA class I histocompatibility antigen, A-68 alpha chain precursor",IP05,Elution,Flag
GP160,P04264,3,644,627839,"K2C1_HUMAN Keratin, type II cytoskeletal 1",IP05,Elution,Flag
GP160,P06310,2,133,45327000,KV206_HUMAN Ig kappa chain V-II region RPMI 6410 precursor,IP05,Elution,Flag
GP160,P07437,9,444,5674837,TBB5_HUMAN Tubulin beta chain,IP05,Elution,Flag
GP160,P08107,2,641,1630767,HSP71_HUMAN Heat shock 70 kDa protein 1,IP05,Elution,Flag
GP160,P10412,2,219,92240,H14_HUMAN Histone H1.4,IP05,Elution,Flag
GP160,P11021,14,654,11829799,GRP78_HUMAN 78 kDa glucose-regulated protein precursor,IP05,Elution,Flag
GP160,P11142,4,646,1993791,HSP7C_HUMAN Heat shock cognate 71 kDa protein,IP05,Elution,Flag
GP160,P17066,2,643,1630767,HSP76_HUMAN Heat shock 70 kDa protein 6,IP05,Elution,Flag
GP160,P18124,1,248,37620,RL7_HUMAN 60S ribosomal protein L7,IP05,Elution,Flag
GP160,P25398,2,132,207390,RS12_HUMAN 40S ribosomal protein S12,IP05,Elution,Flag
GP160,P27797,2,417,87119,CALR_HUMAN Calreticulin precursor,IP05,Elution,Flag
GP160,P27824,3,592,1147009,CALX_HUMAN Calnexin precursor,IP05,Elution,Flag
GP160,P30050,1,165,40917,RL12_HUMAN 60S ribosomal protein L12,IP05,Elution,Flag
GP160,P34931,2,641,1630767,HS71L_HUMAN Heat shock 70 kDa protein 1L,IP05,Elution,Flag
GP160,P35232,2,272,2088384,PHB_HUMAN Prohibitin,IP05,Elution,Flag
GP160,P35527,4,623,523604,"K1C9_HUMAN Keratin, type I cytoskeletal 9",IP05,Elution,Flag
GP160,P45880,4,294,5894278,VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2,IP05,Elution,Flag
GP160,P47914,1,159,82363,RL29_HUMAN 60S ribosomal protein L29,IP05,Elution,Flag
GP160,P48741,2,367,1630767,HSP77_HUMAN Putative heat shock 70 kDa protein 7,IP05,Elution,Flag
GP160,P50402,1,254,29404,EMD_HUMAN Emerin,IP05,Elution,Flag
GP160,P52732,3,1056,971097,KIF11_HUMAN Kinesin-like protein KIF11,IP05,Elution,Flag
GP160,P54652,2,639,1630767,HSP72_HUMAN Heat shock-related 70 kDa protein 2,IP05,Elution,Flag
GP160,P60709,3,375,242791,"ACTB_HUMAN Actin, cytoplasmic 1",IP05,Elution,Flag
GP160,P62913,1,178,62506,RL11_HUMAN 60S ribosomal protein L11,IP05,Elution,Flag
GP160,P62988,2,76,941383,UBIQ_HUMAN Ubiquitin,IP05,Elution,Flag
GP160,P67809,1,324,45257,YBOX1_HUMAN Nuclease sensitive element-binding protein 1,IP05,Elution,Flag
GP160,P68363,3,451,1127158,TBA1B_HUMAN Tubulin alpha-1B chain,IP05,Elution,Flag
GP160,P68371,10,445,6546356,TBB2C_HUMAN Tubulin beta-2C chain,IP05,Elution,Flag
GP160,Q02978,1,314,98070,M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein,IP05,Elution,Flag
GP160,Q07021,1,282,289732,"C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial precursor",IP05,Elution,Flag
GP160,Q07065,3,602,277303,CKAP4_HUMAN Cytoskeleton-associated protein 4,IP05,Elution,Flag
GP160,Q14257,2,317,415140,RCN2_HUMAN Reticulocalbin-2 precursor,IP05,Elution,Flag
GP160,Q14697,5,944,2555267,GANAB_HUMAN Neutral alpha-glucosidase AB precursor,IP05,Elution,Flag
GP160,Q14974,1,876,96358,IMB1_HUMAN Importin subunit beta-1,IP05,Elution,Flag
GP160,Q15165,1,354,500138,PON2_HUMAN Serum paraoxonase/arylesterase 2,IP05,Elution,Flag
GP160,Q15208,2,465,116668,STK38_HUMAN Serine/threonine-protein kinase 38,IP05,Elution,Flag
GP160,Q96DZ1,1,483,36379,XTP3B_HUMAN XTP3-transactivated gene B protein precursor,IP05,Elution,Flag
GP160,Q99623,1,299,737679,PHB2_HUMAN Prohibitin-2,IP05,Elution,Flag
GP160,Q9UBS4,3,358,630530,DJB11_HUMAN DnaJ homolog subfamily B member 11 precursor,IP05,Elution,Flag
GP41,19172954,9,346,53121436,NP_579895 gp41_HIV-1,IP05,Elution,Flag
GP41,O14744,3,637,2437389,ANM5_HUMAN Protein arginine N-methyltransferase 5,IP05,Elution,Flag
GP41,O75688,1,479,2053,PPM1B_HUMAN Protein phosphatase 1B,IP05,Elution,Flag
GP41,P04264,3,644,856551,"K2C1_HUMAN Keratin, type II cytoskeletal 1",IP05,Elution,Flag
GP41,P06310,2,133,84865000,KV206_HUMAN Ig kappa chain V-II region RPMI 6410 precursor,IP05,Elution,Flag
GP41,P06576,1,529,154342,"ATPB_HUMAN ATP synthase subunit beta, mitochondrial precursor",IP05,Elution,Flag
GP41,P08107,4,641,1455729,HSP71_HUMAN Heat shock 70 kDa protein 1,IP05,Elution,Flag
GP41,P11021,11,654,2026227,GRP78_HUMAN 78 kDa glucose-regulated protein precursor,IP05,Elution,Flag
GP41,P11142,2,646,1103348,HSP7C_HUMAN Heat shock cognate 71 kDa protein,IP05,Elution,Flag
GP41,P17066,3,643,1312820,HSP76_HUMAN Heat shock 70 kDa protein 6,IP05,Elution,Flag
GP41,P27824,2,592,371493,CALX_HUMAN Calnexin precursor,IP05,Elution,Flag
GP41,P34931,2,641,1103348,HS71L_HUMAN Heat shock 70 kDa protein 1L,IP05,Elution,Flag
GP41,P35232,8,272,12975434,PHB_HUMAN Prohibitin,IP05,Elution,Flag
GP41,P45880,4,294,11149787,VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2,IP05,Elution,Flag
GP41,P48741,3,367,1312820,HSP77_HUMAN Putative heat shock 70 kDa protein 7,IP05,Elution,Flag
GP41,P49257,1,510,88811,LMAN1_HUMAN Protein ERGIC-53 precursor,IP05,Elution,Flag
GP41,P52732,4,1056,601450,KIF11_HUMAN Kinesin-like protein KIF11,IP05,Elution,Flag
GP41,P54652,2,639,1103348,HSP72_HUMAN Heat shock-related 70 kDa protein 2,IP05,Elution,Flag
GP41,P60709,1,375,17092,"ACTB_HUMAN Actin, cytoplasmic 1",IP05,Elution,Flag
GP41,P62269,2,152,142575,RS18_HUMAN 40S ribosomal protein S18,IP05,Elution,Flag
GP41,P62910,1,135,20202,RL32_HUMAN 60S ribosomal protein L32,IP05,Elution,Flag
GP41,P68363,2,451,717904,TBA1B_HUMAN Tubulin alpha-1B chain,IP05,Elution,Flag
GP41,P68371,2,445,282518,TBB2C_HUMAN Tubulin beta-2C chain,IP05,Elution,Flag
GP41,P78527,1,4128,38268,PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit,IP05,Elution,Flag
GP41,Q02978,1,314,44301,M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein,IP05,Elution,Flag
GP41,Q07065,7,602,936715,CKAP4_HUMAN Cytoskeleton-associated protein 4,IP05,Elution,Flag
GP41,Q14257,1,317,125573,RCN2_HUMAN Reticulocalbin-2 precursor,IP05,Elution,Flag
GP41,Q15208,4,465,274724,STK38_HUMAN Serine/threonine-protein kinase 38,IP05,Elution,Flag
GP41,Q8NGT9,1,310,2840000,O2A42_HUMAN Olfactory receptor 2A42,IP05,Elution,Flag
GP41,Q96DZ1,1,483,64410,XTP3B_HUMAN XTP3-transactivated gene B protein precursor,IP05,Elution,Flag
GP41,Q99623,8,299,6821219,PHB2_HUMAN Prohibitin-2,IP05,Elution,Flag
GP41,Q9BQA1,2,342,171098,MEP50_HUMAN Methylosome protein 50,IP05,Elution,Flag
GP41,Q9BXF6,1,653,3745,RFIP5_HUMAN Rab11 family-interacting protein 5,IP05,Elution,Flag
GP41,Q9NXV2,2,234,1174508,KCTD5_HUMAN BTB/POZ domain-containing protein KCTD5,IP05,Elution,Flag
GP41,Q9P2W9,1,335,33122,STX18_HUMAN Syntaxin-18,IP05,Elution,Flag
GP41,Q9UBV2,1,794,12072,SE1L1_HUMAN Protein sel-1 homolog 1 precursor,IP05,Elution,Flag
GP41,Q9Y277,2,283,865314,VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3,IP05,Elution,Flag
GP41,Q9Y2X9,1,895,0,ZN281_HUMAN Zinc finger protein 281,IP05,Elution,Flag
GP41,Q9Y6C9,1,303,9529,MTCH2_HUMAN Mitochondrial carrier homolog 2,IP05,Elution,Flag
GAG,19172948,16,232,157090830,NP_579880 Capsid p24_HIV-1,IP05,Elution,Flag
GAG,19172951,6,53,26443201,NP_579883 p6_HIV-1,IP05,Elution,Flag
GAG,28876542,7,132,99980581,NP_579876 Matrix p17_HIV-1,IP05,Elution,Flag
GAG,O00425,2,579,496197,IF2B3_HUMAN Insulin-like growth factor 2 mRNA-binding protein 3,IP05,Elution,Flag
GAG,O60506,2,623,3846000,HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q,IP05,Elution,Flag
