NA (Flu) / GP160 (Jurkat) biological_process Ontology, dist <= 1				
Label	REF	ID	URL	p-value
positive regulation of proteolysis	353	GO:0045862	http://amigo.geneontology.org/amigo/term/GO:0045862	7.16600806594e-12
energy derivation by oxidation of organic compounds	334	GO:0015980	http://amigo.geneontology.org/amigo/term/GO:0015980	8.27778959908e-12
regulation of Wnt signaling pathway	296	GO:0030111	http://amigo.geneontology.org/amigo/term/GO:0030111	1.00733489812e-11
response to stimulus	7577	GO:0050896	http://amigo.geneontology.org/amigo/term/GO:0050896	1.08175351757e-11
regulation of cell cycle process	515	GO:0010564	http://amigo.geneontology.org/amigo/term/GO:0010564	1.08407997607e-11
negative regulation of protein metabolic process	938	GO:0051248	http://amigo.geneontology.org/amigo/term/GO:0051248	1.24731244815e-11
oxidation-reduction process	1003	GO:0055114	http://amigo.geneontology.org/amigo/term/GO:0055114	1.73763056076e-11
cellular macromolecule biosynthetic process	3564	GO:0034645	http://amigo.geneontology.org/amigo/term/GO:0034645	2.06258997983e-11
regulation of cellular ketone metabolic process	193	GO:0010565	http://amigo.geneontology.org/amigo/term/GO:0010565	2.12753633089e-11
RNA processing	703	GO:0006396	http://amigo.geneontology.org/amigo/term/GO:0006396	2.28570155254e-11
regulation of defense response	733	GO:0031347	http://amigo.geneontology.org/amigo/term/GO:0031347	2.75435298187e-11
cellular response to DNA damage stimulus	690	GO:0006974	http://amigo.geneontology.org/amigo/term/GO:0006974	4.70778456976e-11
negative regulation of cell cycle	446	GO:0045786	http://amigo.geneontology.org/amigo/term/GO:0045786	5.81332041025e-11
positive regulation of defense response	379	GO:0031349	http://amigo.geneontology.org/amigo/term/GO:0031349	5.93020366294e-11
immune response-regulating cell surface receptor signaling pathway	402	GO:0002768	http://amigo.geneontology.org/amigo/term/GO:0002768	6.38214062849e-11
immune response-regulating signaling pathway	501	GO:0002764	http://amigo.geneontology.org/amigo/term/GO:0002764	9.94899996745e-11
negative regulation of cellular protein metabolic process	871	GO:0032269	http://amigo.geneontology.org/amigo/term/GO:0032269	1.08855660071e-10
immune system process	2107	GO:0002376	http://amigo.geneontology.org/amigo/term/GO:0002376	1.22606462819e-10
mRNA processing	394	GO:0006397	http://amigo.geneontology.org/amigo/term/GO:0006397	1.85489589607e-10
heterocycle biosynthetic process	3033	GO:0018130	http://amigo.geneontology.org/amigo/term/GO:0018130	2.26865319297e-10
positive regulation of catabolic process	467	GO:0009896	http://amigo.geneontology.org/amigo/term/GO:0009896	2.44316804257e-10
ribonucleoprotein complex biogenesis	334	GO:0022613	http://amigo.geneontology.org/amigo/term/GO:0022613	2.8228601412e-10
organic cyclic compound biosynthetic process	3164	GO:1901362	http://amigo.geneontology.org/amigo/term/GO:1901362	3.02940705625e-10
proteasomal ubiquitin-independent protein catabolic process	23	GO:0010499	http://amigo.geneontology.org/amigo/term/GO:0010499	4.83410757839e-10
nucleobase-containing compound biosynthetic process	2952	GO:0034654	http://amigo.geneontology.org/amigo/term/GO:0034654	5.24509792362e-10
aromatic compound biosynthetic process	3034	GO:0019438	http://amigo.geneontology.org/amigo/term/GO:0019438	5.69031821241e-10
cellular response to stimulus	6182	GO:0051716	http://amigo.geneontology.org/amigo/term/GO:0051716	1.12162092941e-09
cellular nitrogen compound biosynthetic process	3116	GO:0044271	http://amigo.geneontology.org/amigo/term/GO:0044271	1.46560885513e-09
regulation of cell cycle	930	GO:0051726	http://amigo.geneontology.org/amigo/term/GO:0051726	1.48670689701e-09
regulation of immune response	844	GO:0050776	http://amigo.geneontology.org/amigo/term/GO:0050776	1.5731364512e-09
response to endoplasmic reticulum stress	217	GO:0034976	http://amigo.geneontology.org/amigo/term/GO:0034976	2.30798607622e-09
innate immune response	943	GO:0045087	http://amigo.geneontology.org/amigo/term/GO:0045087	2.56382260326e-09
regulation of immune system process	1390	GO:0002682	http://amigo.geneontology.org/amigo/term/GO:0002682	3.38108459318e-09
regulation of mitotic cell cycle	460	GO:0007346	http://amigo.geneontology.org/amigo/term/GO:0007346	3.46154523547e-09
response to chemical	3863	GO:0042221	http://amigo.geneontology.org/amigo/term/GO:0042221	4.33070544729e-09
regulation of protein metabolic process	2378	GO:0051246	http://amigo.geneontology.org/amigo/term/GO:0051246	8.21243284078e-09
'de novo' posttranslational protein folding	48	GO:0051084	http://amigo.geneontology.org/amigo/term/GO:0051084	9.29922863272e-09
ribonucleoside triphosphate metabolic process	195	GO:0009199	http://amigo.geneontology.org/amigo/term/GO:0009199	1.10556029024e-08
nucleocytoplasmic transport	234	GO:0006913	http://amigo.geneontology.org/amigo/term/GO:0006913	1.22260417058e-08
negative regulation of macromolecule metabolic process	2134	GO:0010605	http://amigo.geneontology.org/amigo/term/GO:0010605	1.23755398771e-08
positive regulation of biological process	5253	GO:0048518	http://amigo.geneontology.org/amigo/term/GO:0048518	1.89552763434e-08
nuclear transport	239	GO:0051169	http://amigo.geneontology.org/amigo/term/GO:0051169	1.94304044953e-08
negative regulation of metabolic process	2461	GO:0009892	http://amigo.geneontology.org/amigo/term/GO:0009892	2.40434040936e-08
'de novo' protein folding	52	GO:0006458	http://amigo.geneontology.org/amigo/term/GO:0006458	2.66230313876e-08
negative regulation of biological process	4346	GO:0048519	http://amigo.geneontology.org/amigo/term/GO:0048519	2.73092559084e-08
ribonucleoprotein complex assembly	170	GO:0022618	http://amigo.geneontology.org/amigo/term/GO:0022618	3.70097850452e-08
negative regulation of cellular metabolic process	2194	GO:0031324	http://amigo.geneontology.org/amigo/term/GO:0031324	5.51097482347e-08
ATP metabolic process	174	GO:0046034	http://amigo.geneontology.org/amigo/term/GO:0046034	5.76052059596e-08
ribosome biogenesis	215	GO:0042254	http://amigo.geneontology.org/amigo/term/GO:0042254	8.14720992744e-08
response to topologically incorrect protein	160	GO:0035966	http://amigo.geneontology.org/amigo/term/GO:0035966	8.7939728328e-08
nucleoside triphosphate metabolic process	216	GO:0009141	http://amigo.geneontology.org/amigo/term/GO:0009141	8.95080102262e-08
positive regulation of transferase activity	569	GO:0051347	http://amigo.geneontology.org/amigo/term/GO:0051347	9.46166676516e-08
negative regulation of response to stimulus	1295	GO:0048585	http://amigo.geneontology.org/amigo/term/GO:0048585	9.68599472493e-08
ribonucleoprotein complex subunit organization	179	GO:0071826	http://amigo.geneontology.org/amigo/term/GO:0071826	9.85296366923e-08
negative regulation of cellular process	4000	GO:0048523	http://amigo.geneontology.org/amigo/term/GO:0048523	1.20499129245e-07
ribosome assembly	48	GO:0042255	http://amigo.geneontology.org/amigo/term/GO:0042255	1.46971088111e-07
ER-associated ubiquitin-dependent protein catabolic process	60	GO:0030433	http://amigo.geneontology.org/amigo/term/GO:0030433	1.72038283129e-07
response to unfolded protein	150	GO:0006986	http://amigo.geneontology.org/amigo/term/GO:0006986	2.07796960087e-07
protein complex assembly	940	GO:0006461	http://amigo.geneontology.org/amigo/term/GO:0006461	2.69289649832e-07
protein complex biogenesis	940	GO:0070271	http://amigo.geneontology.org/amigo/term/GO:0070271	2.69289649832e-07
purine ribonucleoside triphosphate metabolic process	189	GO:0009205	http://amigo.geneontology.org/amigo/term/GO:0009205	2.74032567719e-07
ribonucleoside monophosphate metabolic process	211	GO:0009161	http://amigo.geneontology.org/amigo/term/GO:0009161	3.50406415168e-07
regulation of response to stimulus	3433	GO:0048583	http://amigo.geneontology.org/amigo/term/GO:0048583	3.89040655763e-07
regulation of cellular protein metabolic process	2209	GO:0032268	http://amigo.geneontology.org/amigo/term/GO:0032268	4.65356079986e-07
positive regulation of cellular process	4526	GO:0048522	http://amigo.geneontology.org/amigo/term/GO:0048522	5.74704547084e-07
purine nucleoside triphosphate metabolic process	197	GO:0009144	http://amigo.geneontology.org/amigo/term/GO:0009144	5.93980358766e-07
regulation of proteolysis	751	GO:0030162	http://amigo.geneontology.org/amigo/term/GO:0030162	6.42492242451e-07
purine ribonucleoside monophosphate metabolic process	198	GO:0009167	http://amigo.geneontology.org/amigo/term/GO:0009167	6.52579327316e-07
purine nucleoside monophosphate metabolic process	199	GO:0009126	http://amigo.geneontology.org/amigo/term/GO:0009126	7.16557115542e-07
ERAD pathway	68	GO:0036503	http://amigo.geneontology.org/amigo/term/GO:0036503	8.64867333175e-07
nucleoside monophosphate metabolic process	222	GO:0009123	http://amigo.geneontology.org/amigo/term/GO:0009123	9.32218185026e-07
defense response	1440	GO:0006952	http://amigo.geneontology.org/amigo/term/GO:0006952	9.89696292397e-07
proteolysis	1144	GO:0006508	http://amigo.geneontology.org/amigo/term/GO:0006508	1.25233870318e-06
ribosomal large subunit biogenesis	36	GO:0042273	http://amigo.geneontology.org/amigo/term/GO:0042273	1.50493079245e-06
COPI-coated vesicle budding	13	GO:0035964	http://amigo.geneontology.org/amigo/term/GO:0035964	2.10260424436e-06
COPI coating of Golgi vesicle	13	GO:0048205	http://amigo.geneontology.org/amigo/term/GO:0048205	2.10260424436e-06
Golgi transport vesicle coating	13	GO:0048200	http://amigo.geneontology.org/amigo/term/GO:0048200	2.10260424436e-06
positive regulation of protein metabolic process	1399	GO:0051247	http://amigo.geneontology.org/amigo/term/GO:0051247	2.19865445174e-06
RNA biosynthetic process	2671	GO:0032774	http://amigo.geneontology.org/amigo/term/GO:0032774	2.2697108776e-06
negative regulation of molecular function	1032	GO:0044092	http://amigo.geneontology.org/amigo/term/GO:0044092	2.27277595459e-06
intracellular signal transduction	1757	GO:0035556	http://amigo.geneontology.org/amigo/term/GO:0035556	2.36365955644e-06
ribonucleoside metabolic process	300	GO:0009119	http://amigo.geneontology.org/amigo/term/GO:0009119	2.49541162038e-06
negative regulation of signal transduction	1035	GO:0009968	http://amigo.geneontology.org/amigo/term/GO:0009968	2.51180557491e-06
regulation of protein modification process	1517	GO:0031399	http://amigo.geneontology.org/amigo/term/GO:0031399	3.15059691045e-06
cellular respiration	177	GO:0045333	http://amigo.geneontology.org/amigo/term/GO:0045333	3.56813872374e-06
immune response	1321	GO:0006955	http://amigo.geneontology.org/amigo/term/GO:0006955	4.52609544927e-06
negative regulation of catalytic activity	804	GO:0043086	http://amigo.geneontology.org/amigo/term/GO:0043086	5.21714523094e-06
respiratory electron transport chain	128	GO:0022904	http://amigo.geneontology.org/amigo/term/GO:0022904	6.85318811084e-06
positive regulation of cellular protein metabolic process	1308	GO:0032270	http://amigo.geneontology.org/amigo/term/GO:0032270	8.31048674492e-06
electron transport chain	130	GO:0022900	http://amigo.geneontology.org/amigo/term/GO:0022900	8.61733425996e-06
glycosyl compound metabolic process	343	GO:1901657	http://amigo.geneontology.org/amigo/term/GO:1901657	8.81129683843e-06
positive regulation of cellular metabolic process	2825	GO:0031325	http://amigo.geneontology.org/amigo/term/GO:0031325	9.49358139193e-06
cellular protein modification process	2588	GO:0006464	http://amigo.geneontology.org/amigo/term/GO:0006464	1.02671826387e-05
protein modification process	2588	GO:0036211	http://amigo.geneontology.org/amigo/term/GO:0036211	1.02671826387e-05
Golgi vesicle budding	16	GO:0048194	http://amigo.geneontology.org/amigo/term/GO:0048194	1.05323128808e-05
purine ribonucleoside metabolic process	276	GO:0046128	http://amigo.geneontology.org/amigo/term/GO:0046128	1.13723540482e-05
nucleoside metabolic process	325	GO:0009116	http://amigo.geneontology.org/amigo/term/GO:0009116	1.29748083008e-05
purine nucleoside metabolic process	279	GO:0042278	http://amigo.geneontology.org/amigo/term/GO:0042278	1.3995296069e-05
positive regulation of response to stimulus	1844	GO:0048584	http://amigo.geneontology.org/amigo/term/GO:0048584	1.88676167415e-05
ribose phosphate metabolic process	333	GO:0019693	http://amigo.geneontology.org/amigo/term/GO:0019693	2.12598506401e-05
negative regulation of signaling	1138	GO:0023057	http://amigo.geneontology.org/amigo/term/GO:0023057	2.25501015781e-05
regulation of transferase activity	880	GO:0051338	http://amigo.geneontology.org/amigo/term/GO:0051338	2.58983121405e-05
ribosomal large subunit assembly	18	GO:0000027	http://amigo.geneontology.org/amigo/term/GO:0000027	2.61408091288e-05
negative regulation of cell communication	1146	GO:0010648	http://amigo.geneontology.org/amigo/term/GO:0010648	2.85293003692e-05
macromolecule modification	2734	GO:0043412	http://amigo.geneontology.org/amigo/term/GO:0043412	3.55836984882e-05
biological regulation	11095	GO:0065007	http://amigo.geneontology.org/amigo/term/GO:0065007	3.76906158798e-05
ribonucleotide metabolic process	320	GO:0009259	http://amigo.geneontology.org/amigo/term/GO:0009259	4.26694847215e-05
cytoplasmic translation	28	GO:0002181	http://amigo.geneontology.org/amigo/term/GO:0002181	4.40417633591e-05
mitochondrial transmembrane transport	51	GO:1990542	http://amigo.geneontology.org/amigo/term/GO:1990542	5.38051629488e-05
regulation of metabolic process	6531	GO:0019222	http://amigo.geneontology.org/amigo/term/GO:0019222	7.18580843987e-05
response to heat	151	GO:0009408	http://amigo.geneontology.org/amigo/term/GO:0009408	7.64929130159e-05
positive regulation of protein modification process	1047	GO:0031401	http://amigo.geneontology.org/amigo/term/GO:0031401	8.18609600769e-05
positive regulation of macromolecule metabolic process	2659	GO:0010604	http://amigo.geneontology.org/amigo/term/GO:0010604	8.34155729405e-05
protein refolding	21	GO:0042026	http://amigo.geneontology.org/amigo/term/GO:0042026	8.53621892522e-05
positive regulation of metabolic process	3465	GO:0009893	http://amigo.geneontology.org/amigo/term/GO:0009893	0.000106616959888
localization within membrane	43	GO:0051668	http://amigo.geneontology.org/amigo/term/GO:0051668	0.000130050583128
cellular response to heat	102	GO:0034605	http://amigo.geneontology.org/amigo/term/GO:0034605	0.000140869727798
regulation of biological process	10582	GO:0050789	http://amigo.geneontology.org/amigo/term/GO:0050789	0.000172998053783
cell cycle G2/M phase transition	142	GO:0044839	http://amigo.geneontology.org/amigo/term/GO:0044839	0.000205706077468
G2/M transition of mitotic cell cycle	142	GO:0000086	http://amigo.geneontology.org/amigo/term/GO:0000086	0.000205706077468
protein N-linked glycosylation via asparagine	124	GO:0018279	http://amigo.geneontology.org/amigo/term/GO:0018279	0.00022571712175
response to abiotic stimulus	1118	GO:0009628	http://amigo.geneontology.org/amigo/term/GO:0009628	0.000236451720797
cellular response to chemical stimulus	2275	GO:0070887	http://amigo.geneontology.org/amigo/term/GO:0070887	0.000241480416953
peptidyl-asparagine modification	125	GO:0018196	http://amigo.geneontology.org/amigo/term/GO:0018196	0.00025028051138
single-organism membrane budding	35	GO:1902591	http://amigo.geneontology.org/amigo/term/GO:1902591	0.000291833524879
carbohydrate metabolic process	793	GO:0005975	http://amigo.geneontology.org/amigo/term/GO:0005975	0.000295610482431
purine ribonucleotide metabolic process	305	GO:0009150	http://amigo.geneontology.org/amigo/term/GO:0009150	0.000329906472794
multi-organism localization	36	GO:1902579	http://amigo.geneontology.org/amigo/term/GO:1902579	0.000369807070768
multi-organism transport	36	GO:0044766	http://amigo.geneontology.org/amigo/term/GO:0044766	0.000369807070768
response to temperature stimulus	213	GO:0009266	http://amigo.geneontology.org/amigo/term/GO:0009266	0.000401019240127
protein ubiquitination	585	GO:0016567	http://amigo.geneontology.org/amigo/term/GO:0016567	0.000402059036034
protein modification by small protein conjugation	678	GO:0032446	http://amigo.geneontology.org/amigo/term/GO:0032446	0.000429889968047
regulation of signal transduction	2485	GO:0009966	http://amigo.geneontology.org/amigo/term/GO:0009966	0.000594337270869
regulation of macromolecule metabolic process	5474	GO:0060255	http://amigo.geneontology.org/amigo/term/GO:0060255	0.000619586484689
nucleotide metabolic process	479	GO:0009117	http://amigo.geneontology.org/amigo/term/GO:0009117	0.000627765086213
protein N-linked glycosylation	135	GO:0006487	http://amigo.geneontology.org/amigo/term/GO:0006487	0.000668616567679
vesicle targeting, to, from or within Golgi	28	GO:0048199	http://amigo.geneontology.org/amigo/term/GO:0048199	0.000759199361478
protein import	137	GO:0017038	http://amigo.geneontology.org/amigo/term/GO:0017038	0.000805493036994
nucleoside phosphate metabolic process	485	GO:0006753	http://amigo.geneontology.org/amigo/term/GO:0006753	0.00081185915917
establishment of organelle localization	297	GO:0051656	http://amigo.geneontology.org/amigo/term/GO:0051656	0.000880229341879
regulation of cellular process	10096	GO:0050794	http://amigo.geneontology.org/amigo/term/GO:0050794	0.00088247259457
error-free translesion synthesis	19	GO:0070987	http://amigo.geneontology.org/amigo/term/GO:0070987	0.000891949536451
single-organism carbohydrate metabolic process	606	GO:0044723	http://amigo.geneontology.org/amigo/term/GO:0044723	0.000895592865132
membrane budding	68	GO:0006900	http://amigo.geneontology.org/amigo/term/GO:0006900	0.00095487090661
nuclear import	102	GO:0051170	http://amigo.geneontology.org/amigo/term/GO:0051170	0.00105109441163
purine nucleotide metabolic process	327	GO:0006163	http://amigo.geneontology.org/amigo/term/GO:0006163	0.00111872598646
ribonucleoside triphosphate biosynthetic process	55	GO:0009201	http://amigo.geneontology.org/amigo/term/GO:0009201	0.00124508155154
positive regulation of signal transduction	1326	GO:0009967	http://amigo.geneontology.org/amigo/term/GO:0009967	0.00129106754454
regulation of cell communication	2823	GO:0010646	http://amigo.geneontology.org/amigo/term/GO:0010646	0.00136458077978
regulation of cellular response to heat	71	GO:1900034	http://amigo.geneontology.org/amigo/term/GO:1900034	0.00145919885562
protein localization to nucleus	145	GO:0034504	http://amigo.geneontology.org/amigo/term/GO:0034504	0.00164481661281
multi-organism intracellular transport	32	GO:1902583	http://amigo.geneontology.org/amigo/term/GO:1902583	0.00206780288077
intracellular transport of virus	32	GO:0075733	http://amigo.geneontology.org/amigo/term/GO:0075733	0.00206780288077
regulation of signaling	2810	GO:0023051	http://amigo.geneontology.org/amigo/term/GO:0023051	0.00215627982993
carbohydrate derivative metabolic process	1028	GO:1901135	http://amigo.geneontology.org/amigo/term/GO:1901135	0.00223037979398
retrograde vesicle-mediated transport, Golgi to ER	33	GO:0006890	http://amigo.geneontology.org/amigo/term/GO:0006890	0.00260152853906
nucleobase-containing small molecule metabolic process	545	GO:0055086	http://amigo.geneontology.org/amigo/term/GO:0055086	0.00275304560025
establishment of RNA localization	152	GO:0051236	http://amigo.geneontology.org/amigo/term/GO:0051236	0.00295849279008
RNA transport	152	GO:0050658	http://amigo.geneontology.org/amigo/term/GO:0050658	0.00295849279008
nucleic acid transport	152	GO:0050657	http://amigo.geneontology.org/amigo/term/GO:0050657	0.00295849279008
phosphorus metabolic process	1937	GO:0006793	http://amigo.geneontology.org/amigo/term/GO:0006793	0.00312801794442
virion assembly	34	GO:0019068	http://amigo.geneontology.org/amigo/term/GO:0019068	0.00324905842683
purine-containing compound metabolic process	377	GO:0072521	http://amigo.geneontology.org/amigo/term/GO:0072521	0.0035230265908
energy reserve metabolic process	155	GO:0006112	http://amigo.geneontology.org/amigo/term/GO:0006112	0.00376733545303
cell activation	647	GO:0001775	http://amigo.geneontology.org/amigo/term/GO:0001775	0.00382332803269
transport of virus	35	GO:0046794	http://amigo.geneontology.org/amigo/term/GO:0046794	0.0040297768458
regulation of cellular metabolic process	5738	GO:0031323	http://amigo.geneontology.org/amigo/term/GO:0031323	0.0045592165433
posttranscriptional regulation of gene expression	356	GO:0010608	http://amigo.geneontology.org/amigo/term/GO:0010608	0.0047809131764
regulation of cellular response to stress	560	GO:0080135	http://amigo.geneontology.org/amigo/term/GO:0080135	0.00479502146972
single-organism nuclear import	98	GO:1902593	http://amigo.geneontology.org/amigo/term/GO:1902593	0.00481867390314
protein import into nucleus	98	GO:0006606	http://amigo.geneontology.org/amigo/term/GO:0006606	0.00481867390314
protein targeting to nucleus	98	GO:0044744	http://amigo.geneontology.org/amigo/term/GO:0044744	0.00481867390314
protein modification by small protein conjugation or removal	788	GO:0070647	http://amigo.geneontology.org/amigo/term/GO:0070647	0.005455261687
cellular response to organic substance	1849	GO:0071310	http://amigo.geneontology.org/amigo/term/GO:0071310	0.00546998586784
positive regulation of molecular function	1662	GO:0044093	http://amigo.geneontology.org/amigo/term/GO:0044093	0.00631414442446
nucleoside triphosphate biosynthetic process	66	GO:0009142	http://amigo.geneontology.org/amigo/term/GO:0009142	0.00640597640544
positive regulation of catalytic activity	1397	GO:0043085	http://amigo.geneontology.org/amigo/term/GO:0043085	0.00640971095957
RNA localization	162	GO:0006403	http://amigo.geneontology.org/amigo/term/GO:0006403	0.0064807957689
nucleobase-containing compound transport	186	GO:0015931	http://amigo.geneontology.org/amigo/term/GO:0015931	0.00724669033871
ATP biosynthetic process	38	GO:0006754	http://amigo.geneontology.org/amigo/term/GO:0006754	0.00740363372258
protein folding in endoplasmic reticulum	9	GO:0034975	http://amigo.geneontology.org/amigo/term/GO:0034975	0.00825122574991
vesicle coating	39	GO:0006901	http://amigo.geneontology.org/amigo/term/GO:0006901	0.00896414569511
nitrogen compound transport	487	GO:0071705	http://amigo.geneontology.org/amigo/term/GO:0071705	0.00939388205083
positive regulation of signaling	1457	GO:0023056	http://amigo.geneontology.org/amigo/term/GO:0023056	0.01027771911
positive regulation of cell communication	1463	GO:0010647	http://amigo.geneontology.org/amigo/term/GO:0010647	0.0116261176448
vesicle targeting	41	GO:0006903	http://amigo.geneontology.org/amigo/term/GO:0006903	0.0129389436882
DNA replication-dependent nucleosome assembly	10	GO:0006335	http://amigo.geneontology.org/amigo/term/GO:0006335	0.0137562307572
DNA replication-dependent nucleosome organization	10	GO:0034723	http://amigo.geneontology.org/amigo/term/GO:0034723	0.0137562307572
ncRNA metabolic process	409	GO:0034660	http://amigo.geneontology.org/amigo/term/GO:0034660	0.0143062334081
regulation of body fluid levels	657	GO:0050878	http://amigo.geneontology.org/amigo/term/GO:0050878	0.0150095266393
mitochondrial transport	153	GO:0006839	http://amigo.geneontology.org/amigo/term/GO:0006839	0.0171720544775
mitochondrial ATP synthesis coupled proton transport	19	GO:0042776	http://amigo.geneontology.org/amigo/term/GO:0042776	0.017549949119
positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	11	GO:0045899	http://amigo.geneontology.org/amigo/term/GO:0045899	0.0218101826992
error-prone translesion synthesis	20	GO:0042276	http://amigo.geneontology.org/amigo/term/GO:0042276	0.0234944411088
mesenchyme migration	5	GO:0090131	http://amigo.geneontology.org/amigo/term/GO:0090131	0.0246358132034
regulation of multi-organism process	455	GO:0043900	http://amigo.geneontology.org/amigo/term/GO:0043900	0.0273287169259
nuclear export	117	GO:0051168	http://amigo.geneontology.org/amigo/term/GO:0051168	0.0292598386678
substantia nigra development	46	GO:0021762	http://amigo.geneontology.org/amigo/term/GO:0021762	0.0299091928483
organelle localization	369	GO:0051640	http://amigo.geneontology.org/amigo/term/GO:0051640	0.0300388566705
single-organism organelle organization	1949	GO:1902589	http://amigo.geneontology.org/amigo/term/GO:1902589	0.0322761172658
regulation of primary metabolic process	5497	GO:0080090	http://amigo.geneontology.org/amigo/term/GO:0080090	0.0340899498253
ribosomal small subunit biogenesis	47	GO:0042274	http://amigo.geneontology.org/amigo/term/GO:0042274	0.0349423345849
platelet activation	236	GO:0030168	http://amigo.geneontology.org/amigo/term/GO:0030168	0.0350518583901
regulation of biological quality	3136	GO:0065008	http://amigo.geneontology.org/amigo/term/GO:0065008	0.0376692372253
chaperone-mediated protein folding	48	GO:0061077	http://amigo.geneontology.org/amigo/term/GO:0061077	0.0406749830102
organophosphate metabolic process	827	GO:0019637	http://amigo.geneontology.org/amigo/term/GO:0019637	0.0417800292497
glucose metabolic process	143	GO:0006006	http://amigo.geneontology.org/amigo/term/GO:0006006	0.0422176773526
DNA biosynthetic process	82	GO:0071897	http://amigo.geneontology.org/amigo/term/GO:0071897	0.0429042690452
regulation of catalytic activity	2173	GO:0050790	http://amigo.geneontology.org/amigo/term/GO:0050790	0.044861791627
phosphate-containing compound metabolic process	1890	GO:0006796	http://amigo.geneontology.org/amigo/term/GO:0006796	0.0463726163519
purine ribonucleoside triphosphate biosynthetic process	49	GO:0009206	http://amigo.geneontology.org/amigo/term/GO:0009206	0.0471841314472
translesion synthesis	49	GO:0019985	http://amigo.geneontology.org/amigo/term/GO:0019985	0.0471841314472
pore complex assembly	13	GO:0046931	http://amigo.geneontology.org/amigo/term/GO:0046931	0.0487319980622
binding of sperm to zona pellucida	35	GO:0007339	http://amigo.geneontology.org/amigo/term/GO:0007339	0.0494346576733
DNA damage response, detection of DNA damage	35	GO:0042769	http://amigo.geneontology.org/amigo/term/GO:0042769	0.0494346576733
purine nucleoside triphosphate biosynthetic process	50	GO:0009145	http://amigo.geneontology.org/amigo/term/GO:0009145	0.0545529983209
carbohydrate derivative biosynthetic process	601	GO:1901137	http://amigo.geneontology.org/amigo/term/GO:1901137	0.0547016020101
mitochondrial ATP synthesis coupled electron transport	67	GO:0042775	http://amigo.geneontology.org/amigo/term/GO:0042775	0.0590328144268
ATP synthesis coupled electron transport	67	GO:0042773	http://amigo.geneontology.org/amigo/term/GO:0042773	0.0590328144268
response to endogenous stimulus	1434	GO:0009719	http://amigo.geneontology.org/amigo/term/GO:0009719	0.0633088277007
ribonucleoside biosynthetic process	106	GO:0042455	http://amigo.geneontology.org/amigo/term/GO:0042455	0.066314334583
regulation of RNA polymerase II transcriptional preinitiation complex assembly	14	GO:0045898	http://amigo.geneontology.org/amigo/term/GO:0045898	0.0694932799424
spliceosomal snRNP assembly	37	GO:0000387	http://amigo.geneontology.org/amigo/term/GO:0000387	0.0706008347769
signal transduction	4770	GO:0007165	http://amigo.geneontology.org/amigo/term/GO:0007165	0.0723750350478
regulation of nitrogen compound metabolic process	3947	GO:0051171	http://amigo.geneontology.org/amigo/term/GO:0051171	0.0750661338488
regulation of RNA splicing	88	GO:0043484	http://amigo.geneontology.org/amigo/term/GO:0043484	0.0786063309499
nucleosome assembly	108	GO:0006334	http://amigo.geneontology.org/amigo/term/GO:0006334	0.0787491693796
positive regulation of DNA-templated transcription, initiation	25	GO:2000144	http://amigo.geneontology.org/amigo/term/GO:2000144	0.0827204871362
peptidyl-amino acid modification	858	GO:0018193	http://amigo.geneontology.org/amigo/term/GO:0018193	0.0918953263641
single organism signaling	5170	GO:0044700	http://amigo.geneontology.org/amigo/term/GO:0044700	0.0942541723874
DNA metabolic process	721	GO:0006259	http://amigo.geneontology.org/amigo/term/GO:0006259	0.0970209369447
signaling	5173	GO:0023052	http://amigo.geneontology.org/amigo/term/GO:0023052	0.0971832095678
DNA replication-independent nucleosome assembly	39	GO:0006336	http://amigo.geneontology.org/amigo/term/GO:0006336	0.098786973812
DNA replication-independent nucleosome organization	39	GO:0034724	http://amigo.geneontology.org/amigo/term/GO:0034724	0.098786973812
cell communication	5290	GO:0007154	http://amigo.geneontology.org/amigo/term/GO:0007154	0.121941337655
ATP synthesis coupled proton transport	27	GO:0015986	http://amigo.geneontology.org/amigo/term/GO:0015986	0.127129555831
energy coupled proton transport, down electrochemical gradient	27	GO:0015985	http://amigo.geneontology.org/amigo/term/GO:0015985	0.127129555831
hydrogen ion transmembrane transport	114	GO:1902600	http://amigo.geneontology.org/amigo/term/GO:1902600	0.128998088255
transmembrane transport	1166	GO:0055085	http://amigo.geneontology.org/amigo/term/GO:0055085	0.130956249271
retrograde protein transport, ER to cytosol	16	GO:0030970	http://amigo.geneontology.org/amigo/term/GO:0030970	0.131317231739
positive regulation of cellular component organization	1129	GO:0051130	http://amigo.geneontology.org/amigo/term/GO:0051130	0.132311805919
nucleoside biosynthetic process	115	GO:0009163	http://amigo.geneontology.org/amigo/term/GO:0009163	0.139631465306
ribonucleoside monophosphate biosynthetic process	75	GO:0009156	http://amigo.geneontology.org/amigo/term/GO:0009156	0.142602925353
glycosyl compound biosynthetic process	116	GO:1901659	http://amigo.geneontology.org/amigo/term/GO:1901659	0.151015985883
postreplication repair	58	GO:0006301	http://amigo.geneontology.org/amigo/term/GO:0006301	0.156741666606
oxidative phosphorylation	76	GO:0006119	http://amigo.geneontology.org/amigo/term/GO:0006119	0.158006290283
toxin transport	42	GO:1901998	http://amigo.geneontology.org/amigo/term/GO:1901998	0.158044875932
